title,price_euros,star_rating,product_status
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock
Paradise Lost (Paradise #1),24.96,1,In stock
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock
Origins (Alphas 0.5),28.99,1,In stock
One Second (Seven #7),52.94,2,In stock
On the Road (Duluoz Legend),32.36,3,In stock
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,In stock
Off Sides (Off #1),39.45,5,In stock
Of Mice and Men,47.11,2,In stock
Myriad (Prentor #1),58.75,4,In stock
My Perfect Mistake (Over the Top #1),38.92,2,In stock
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,In stock
Meditations,25.89,2,In stock
Matilda,28.34,1,In stock
Lost Among the Living,27.7,4,In stock
Lord of the Flies,24.89,3,In stock
Listen to Me (Fusion #1),58.99,3,In stock
Kitchens of the Great Midwest,57.2,5,In stock
Jane Eyre,38.43,5,In stock
Imperfect Harmony,34.74,4,In stock
Icing (Aces Hockey #2),40.44,4,In stock
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,In stock
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,In stock
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,In stock
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,In stock
Frankenstein,38.0,2,In stock
Forever Rockers (The Rocker #12),28.8,3,In stock
Fighting Fate (Fighting #6),39.24,3,In stock
Emma,32.93,2,In stock
"Eat, Pray, Love",51.32,3,In stock
Deep Under (Walker Security #1),47.09,5,In stock
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,In stock
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,In stock
Charity's Cross (Charles Towne Belles #4),41.24,1,In stock
Bright Lines,39.07,5,In stock
Bridget Jones's Diary (Bridget Jones #1),29.82,1,In stock
Bounty (Colorado Mountain #7),37.26,4,In stock
Blood Defense (Samantha Brinkman #1),20.3,3,In stock
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,In stock
Beyond Good and Evil,43.38,1,In stock
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,In stock
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,In stock
A Spy's Devotion (The Regency Spies of London #1),16.97,5,In stock
1st to Die (Women's Murder Club #1),53.98,1,In stock
"1,000 Places to See Before You Die",26.08,5,In stock
