"films_film_id";"title";"release_year";"country";"duration";"language";"certification";"gross";"budget";"num_user";"num_critic";"imdb_score";"num_votes";"facebook_likes"
2631;"Miss Potter";2006;"UK";88;"English";"PG";"2975649";"30000000";142;124;7.0;23864;0
233;"F.I.S.T.";1978;"USA";145;"English";"PG";"";"11000000";35;20;6.4000001;5561;745
976;"Men in Black";1997;"USA";98;"English";"PG-13";"250147615";"90000000";289;175;7.30000019;403014;0
3951;"Hardflip";2012;"USA";112;"English";"PG-13";"96734";"1000000";5;2;5.5999999;606;706
641;"The Last of the Mohicans";1992;"USA";117;"English";"R";"72455275";"40000000";382;89;7.80000019;113068;0
3433;"Youth in Revolt";2009;"USA";90;"English";"R";"15281286";"18000000";105;192;6.5;64646;0
3919;"Chronicle";2012;"USA";89;"English";"PG-13";"64572496";"12000000";471;414;7.0999999;204327;32000
3610;"The Extra Man";2010;"USA";108;"English";"R";"453079";"7000000";29;104;5.9000001;4124;916
2237;"The Bridge of San Luis Rey";2004;"UK";120;"English";"PG";"42880";"24000000";50;16;5.0999999;2919;181
1315;"The Out-of-Towners";1999;"USA";90;"English";"PG-13";"28535768";"40000000";105;62;5.30000019;10446;279
2654;"Pulse";2006;"USA";90;"English";"PG-13";"20259297";"20000000";258;148;4.69999981;24969;0
4214;"Living Dark: The Story of Ted the Caver";2013;"USA";112;"English";"PG-13";"";"1750000";1;1;6.30000019;28;73
1057;"Chairman of the Board";1998;"USA";95;"English";"PG-13";"306715";"10000000";62;12;2.29999995;5143;724
725;"Renaissance Man";1994;"USA";128;"English";"PG-13";"24332324";"40000000";61;12;6.0999999;13830;680
3237;"Dance Flick";2009;"USA";88;"English";"PG-13";"25615792";"25000000";50;83;3.5;10161;657
2194;"Paparazzi";2004;"USA";84;"English";"PG-13";"15712072";"20000000";138;77;5.80000019;13210;269
573;"Shipwrecked";1990;"Norway";92;"English";"PG";"";"60000000";14;6;6.69999981;1984;278
880;"Sleepers";1996;"USA";147;"English";"R";"53300852";"44000000";259;73;7.5;154487;0
3588;"Stake Land";2010;"USA";98;"English";"R";"18469";"650000";141;215;6.5;34263;0
241;"The Boys from Brazil";1978;"UK";125;"English";"R";"";"12000000";123;55;7.0;20660;0
2788;"Daddy Day Camp";2007;"USA";89;"English";"PG";"13235267";"6000000";32;52;2.9000001;12339;256
1452;"Space Cowboys";2000;"USA";130;"English";"PG-13";"90454043";"65000000";326;169;6.4000001;60165;0
957;"George of the Jungle";1997;"USA";92;"English";"PG";"105263257";"55000000";103;53;5.4000001;56168;5000
556;"Days of Thunder";1990;"USA";107;"English";"PG-13";"82670733";"60000000";97;60;5.9000001;60476;0
2821;"I Think I Love My Wife";2007;"USA";94;"English";"R";"12550242";"";55;97;5.5;13866;488
3853;"The Muppets";2011;"USA";103;"English";"PG";"88625922";"45000000";252;398;7.0999999;75176;26000
1665;"The Last Castle";2001;"USA";131;"English";"R";"18208078";"60000000";281;110;6.9000001;57100;0
1416;"Mission to Mars";2000;"USA";114;"English";"PG";"60874615";"90000000";949;181;5.5999999;60467;0
1660;"The Fast and the Furious";2001;"USA";106;"English";"PG-13";"144512310";"38000000";988;187;6.69999981;272223;14000
3089;"Step Up 2: The Streets";2008;"USA";98;"English";"PG-13";"58006147";"23000000";108;97;6.19999981;67653;0
1337;"Wing Commander";1999;"USA";100;"English";"PG-13";"11576087";"30000000";338;85;4.0999999;14747;858
728;"Speed";1994;"USA";116;"English";"R";"121248145";"25000000";373;114;7.19999981;260981;0
2776;"Blonde Ambition";2007;"USA";93;"English";"PG-13";"5561";"10000000";34;20;3.9000001;4995;160
1487;"The Widow of Saint-Pierre";2000;"France";112;"French";"R";"3058380";"100000000";69;61;7.30000019;4767;186
3251;"Enter the Void";2009;"France";161;"English";"Not Rated";"336467";"13000000";192;216;7.30000019;45449;23000
3976;"Looper";2012;"USA";119;"English";"R";"66468315";"30000000";667;589;7.4000001;428916;75000
3114;"The Express";2008;"USA";130;"English";"PG";"9589875";"40000000";45;86;7.30000019;16673;0
1265;"Office Space";1999;"USA";89;"English";"R";"10824921";"10000000";621;144;7.80000019;200293;16000
3636;"The Town";2010;"USA";150;"English";"R";"92173235";"37000000";420;378;7.5999999;280228;29000
1445;"Shaft";2000;"Germany";99;"English";"R";"70327868";"46000000";301;160;5.9000001;58416;0
2638;"Old Joy";2006;"USA";76;"English";"Unrated";"255352";"300000";57;88;6.69999981;4423;594
1647;"Spy Kids";2001;"USA";88;"English";"PG";"112692062";"35000000";205;122;5.4000001;84325;0
3847;"The Innkeepers";2011;"USA";101;"English";"R";"77501";"750000";247;292;5.5;27260;0
4115;"A Good Day to Die Hard";2013;"USA";101;"English";"R";"67344392";"92000000";503;412;5.30000019;165618;66000
3989;"On the Road";2012;"France";137;"English";"R";"717753";"25000000";128;252;6.0999999;33107;27000
2435;"The Brothers Grimm";2005;"USA";118;"English";"PG-13";"37899638";"88000000";492;233;5.9000001;98472;0
2510;"10th & Wolf";2006;"USA";107;"English";"R";"53481";"8000000";34;26;6.4000001;5557;294
1738;"Civil Brand";2002;"USA";91;"English";"R";"243347";"500000";24;11;5.30000019;553;86
3269;"Halloween II";2009;"USA";119;"English";"R";"33386128";"15000000";491;220;4.9000001;36372;3000
3050;"Nim's Island";2008;"USA";96;"English";"PG";"48006503";"37000000";110;139;6.0;28109;0
4667;"Freeheld";2015;"USA";103;"English";"PG-13";"532988";"7000000";25;133;6.5;5863;0
4824;"Airlift";2016;"India";130;"Hindi";"";"";"4400000";178;39;8.5;30977;10000
1189;"Bats";1999;"USA";91;"English";"PG-13";"10149779";"6500000";160;97;3.5999999;8294;342
7;"Hell's Angels";1930;"USA";96;"English";"Passed";"";"3950000";53;35;7.80000019;3753;279
2761;"All Hat";2007;"Canada";89;"English";"R";"";"5000000";8;8;5.30000019;436;31
1462;"The Claim";2000;"UK";115;"English";"R";"403932";"20000000";92;71;6.5;5254;141
4738;"Sharkskin";2015;"USA";100;"English";"";"";"2100000";1;1;6.69999981;6;14
3771;"Mr. Popper's Penguins";2011;"USA";94;"English";"PG";"68218041";"55000000";108;189;6.0;67191;14000
1238;"Held Up";1999;"USA";89;"English";"PG-13";"4692814";"8000000";34;11;5.0999999;2870;77
2664;"School for Scoundrels";2006;"USA";108;"English";"PG-13";"17803796";"20000000";97;110;5.9000001;26100;484
1167;"Woo";1998;"USA";84;"English";"R";"8026971";"13000000";20;23;3.79999995;1520;204
3816;"Straw Dogs";2011;"USA";110;"English";"R";"10324441";"25000000";140;190;5.80000019;27117;7000
2896;"The Assassination of Jesse James by the Coward Robert Ford";2007;"USA";160;"English";"R";"3904982";"30000000";415;273;7.5;136104;0
404;"Back to the Future";1985;"USA";116;"English";"PG";"210609762";"19000000";809;198;8.5;732212;39000
1747;"Darkness";2002;"USA";103;"English";"PG-13";"22160085";"10600000";349;108;5.4000001;16747;1000
2346;"Goal! The Dream Begins";2005;"USA";118;"English";"PG-13";"4280577";"10000000";114;90;6.80000019;50919;0
1881;"The Santa Clause 2";2002;"USA";104;"English";"G";"139225854";"60000000";116;80;5.5;34561;1000
465;"Good Morning, Vietnam";1987;"USA";121;"English";"R";"123922370";"13000000";131;62;7.30000019;98348;0
3633;"The Tempest";2010;"USA";110;"English";"PG-13";"263365";"20000000";36;92;5.4000001;6147;0
2973;"Call + Response";2008;"USA";86;"English";"PG-13";"215185";"200000";2;7;7.5;48;26
4908;"The Legend of Tarzan";2016;"USA";110;"English";"PG-13";"124051759";"180000000";239;248;6.5999999;42372;29000
4788;"The Second Best Exotic Marigold Hotel";2015;"UK";122;"English";"PG";"33071558";"10000000";100;158;6.5999999;22369;21000
2240;"The Chorus";2004;"France";97;"French";"PG-13";"3629758";"5500000";110;112;7.9000001;44151;0
3695;"Carnage";2011;"France";80;"English";"R";"";"25000000";181;376;7.19999981;96480;21000
2244;"The Girl Next Door";2004;"USA";110;"English";"R";"14589444";"25000000";513;126;6.80000019;171151;0
4354;"About Last Night";2014;"USA";100;"English";"R";"48637684";"12500000";42;90;6.0999999;16979;0
442;"Platoon";1986;"UK";120;"English";"R";"137963328";"6000000";505;120;8.10000038;291603;9000
4407;"Dwegons and Leprechauns";2014;"USA";98;"English";"PG";"";"20000000";3;2;4.80000019;50;70
2072;"Wonderland";2003;"USA";104;"English";"R";"1056102";"5000000";153;91;6.5999999;18792;1000
4539;"The Hadza: Last of the First";2014;"USA";71;"English";"";"";"650000";1;1;7.4000001;5;5
3589;"Standing Ovation";2010;"USA";105;"English";"PG";"531806";"";6;9;3.4000001;548;277
2518;"All the Boys Love Mandy Lane";2006;"USA";90;"English";"R";"";"750000";129;233;5.5999999;25951;2000
1752;"Divine Secrets of the Ya-Ya Sisterhood";2002;"USA";116;"English";"PG-13";"69586544";"27000000";199;93;6.0;15352;0
1542;"Crazy/Beautiful";2001;"USA";135;"English";"PG-13";"16929123";"14000000";169;84;6.5;21406;0
1631;"Rock Star";2001;"USA";105;"English";"R";"16991902";"57000000";191;107;6.19999981;34592;0
3755;"Kung Fu Panda 2";2011;"USA";90;"English";"PG";"165230261";"150000000";209;284;7.30000019;182718;20000
1640;"Shallow Hal";2001;"USA";114;"English";"PG-13";"70836296";"40000000";426;109;5.9000001;109445;0
650;"Cliffhanger";1993;"USA";124;"English";"R";"84049211";"70000000";172;74;6.4000001;96096;0
1446;"Shanghai Noon";2000;"USA";110;"English";"PG-13";"56932305";"55000000";293;146;6.5999999;96690;0
228;"The Spy Who Loved Me";1977;"UK";123;"English";"PG";"46800000";"14000000";275;112;7.0999999;76477;0
3246;"Down for Life";2009;"USA";92;"English";"R";"";"";6;1;7.30000019;257;237
863;"Marvin's Room";1996;"USA";98;"English";"PG-13";"12782508";"23000000";71;45;6.69999981;20163;1000
1721;"Big Fat Liar";2002;"USA";88;"English";"PG";"47811275";"15000000";99;69;5.4000001;29008;896
1494;"U-571";2000;"France";116;"English";"PG-13";"77086030";"62000000";602;178;6.5999999;65297;0
3407;"The True Story of Puss'N Boots";2009;"France";80;"English";"G";"";"25000000";24;4;2.9000001;753;90
779;"Kiss of Death";1995;"USA";101;"English";"R";"14942422";"40000000";60;40;5.9000001;14226;555
3011;"Good Dick";2008;"USA";86;"English";"R";"15542";"";51;38;6.5;6689;0
2905;"The Good Night";2007;"USA";93;"English";"R";"20380";"15000000";39;50;5.9000001;7519;445
117;"A Man for All Seasons";1966;"UK";120;"English";"Approved";"";"2000000";167;62;7.9000001;23713;2000
3309;"New in Town";2009;"USA";97;"English";"PG";"16699684";"8000000";78;121;5.5999999;17461;0
3876;"Weekend";2011;"UK";97;"English";"Not Rated";"469947";"120000";68;143;7.69999981;19846;0
4762;"The Curse of Downers Grove";2015;"USA";89;"English";"";"";"2000000";22;32;4.5;1040;0
1305;"The Hurricane";1999;"USA";146;"English";"R";"50668906";"38000000";265;65;7.5999999;76016;0
3911;"Blue Like Jazz";2012;"USA";108;"English";"PG-13";"594904";"1200000";89;38;6.0;2582;0
4126;"All Is Bright";2013;"USA";107;"English";"R";"4556";"";23;41;5.5999999;4478;825
1904;"Windtalkers";2002;"USA";153;"English";"R";"40911830";"115000000";454;152;6.0;55994;0
1573;"Hedwig and the Angry Inch";2001;"USA";95;"English";"R";"3029081";"6000000";231;108;7.80000019;26300;0
3264;"G.I. Joe: The Rise of Cobra";2009;"USA";118;"English";"PG-13";"150167630";"175000000";534;250;5.80000019;174578;0
4809;"Vacation";2015;"USA";99;"English";"R";"58879132";"31000000";219;204;6.0999999;66123;28000
3544;"Megamind";2010;"USA";95;"English";"PG";"148337537";"130000000";187;233;7.30000019;172754;13000
4249;"R.I.P.D.";2013;"USA";96;"English";"PG-13";"33592415";"130000000";210;208;5.5999999;91640;20000
1802;"Martin Lawrence Live: Runteldat";2002;"USA";113;"English";"R";"19184015";"3000000";35;24;5.4000001;1466;63
2505;"Where the Truth Lies";2005;"Canada";107;"English";"R";"871527";"25000000";128;97;6.5;14982;507
1591;"Kate & Leopold";2001;"USA";123;"English";"PG-13";"47095453";"48000000";316;125;6.4000001;64595;0
1272;"Ravenous";1999;"Czech Republic";101;"English";"R";"2060953";"12000000";316;131;7.0999999;29990;0
3797;"Rise of the Planet of the Apes";2011;"USA";105;"English";"PG-13";"176740650";"93000000";646;529;7.5999999;403836;47000
381;"Footloose";1984;"USA";107;"English";"PG";"80000000";"8200000";113;60;6.5;51459;0
4479;"Nightcrawler";2014;"USA";117;"English";"R";"32279955";"8500000";552;534;7.9000001;293304;65000
711;"Heavenly Creatures";1994;"New Zealand";108;"English";"R";"3049135";"5000000";265;93;7.4000001;50197;0
2597;"Idiocracy";2006;"USA";84;"English";"R";"438653";"";434;121;6.5999999;108052;79000
2045;"The Lord of the Rings: The Return of the King";2003;"USA";192;"English";"PG-13";"377019252";"94000000";3189;328;8.89999962;1215718;16000
27;"How Green Was My Valley";1941;"USA";118;"English";"Approved";"";"1250000";124;74;7.80000019;15840;0
1790;"John Q";2002;"USA";116;"English";"PG-13";"71026631";"36000000";394;129;7.0;98899;0
1864;"The Emperor's Club";2002;"USA";109;"English";"PG-13";"14060950";"12500000";139;83;6.9000001;14354;0
3758;"Le Havre";2011;"Finland";93;"French";"Not Rated";"611709";"3850000";41;205;7.19999981;15267;0
1298;"The Boondock Saints";1999;"Canada";102;"English";"R";"";"7000000";876;100;7.9000001;197845;16000
706;"Dumb & Dumber";1994;"USA";113;"English";"PG-13";"127175354";"16000000";438;84;7.30000019;288451;0
4556;"The Other Woman";2014;"USA";109;"English";"PG-13";"83906114";"40000000";189;191;6.0;104481;16000
3475;"Devil";2010;"USA";80;"English";"PG-13";"33583175";"10000000";319;273;6.30000019;104089;16000
1133;"The Big Swap";1998;"UK";114;"English";"";"";"";7;4;5.5999999;270;29
4083;"The Watch";2012;"USA";102;"English";"R";"34350553";"68000000";207;265;5.69999981;104066;15000
188;"Benji";1974;"USA";86;"English";"G";"39552600";"500000";36;5;6.0999999;3411;816
4733;"San Andreas";2015;"USA";114;"English";"PG-13";"155181732";"110000000";499;358;6.0999999;147497;52000
1406;"Love & Basketball";2000;"USA";124;"English";"PG-13";"27441122";"15000000";116;68;7.19999981;14322;0
2643;"Open Season";2006;"USA";83;"English";"PG";"84303558";"85000000";100;107;6.19999981;65270;863
1204;"Crazy in Alabama";1999;"USA";111;"English";"PG-13";"1954202";"15000000";71;28;6.30000019;5917;391
1250;"Lake Placid";1999;"USA";82;"English";"R";"31768374";"27000000";366;152;5.5999999;42761;2000
646;"Wayne's World";1992;"USA";94;"English";"PG-13";"121697350";"20000000";176;61;7.0;114610;0
2070;"What a Girl Wants";2003;"USA";105;"English";"PG";"35990505";"20000000";194;66;5.80000019;48095;0
4054;"The Frozen";2012;"USA";95;"English";"PG-13";"";"250000";28;12;4.4000001;1488;519
1287;"Superstar";1999;"USA";81;"English";"PG-13";"30628981";"14000000";160;43;5.0;15047;2000
1831;"Road to Perdition";2002;"USA";117;"English";"R";"104054514";"80000000";1009;226;7.69999981;200359;0
423;"Subway";1985;"France";98;"French";"R";"";"17000000";45;30;6.5;11031;739
266;"Flash Gordon";1980;"UK";111;"English";"PG";"";"20000000";247;100;6.4000001;38017;12000
2685;"The Ant Bully";2006;"USA";88;"English";"PG";"28133159";"50000000";70;105;5.9000001;30055;593
3093;"Sunday School Musical";2008;"USA";93;"English";"G";"";"";18;5;2.5;602;777
838;"Executive Decision";1996;"USA";133;"English";"R";"68750000";"55000000";144;60;6.4000001;40858;0
692;"Warlock: The Armageddon";1993;"USA";98;"English";"R";"3902679";"3000000";49;22;5.30000019;3943;217
905;"The Pallbearer";1996;"USA";98;"English";"PG-13";"";"8000000";55;18;4.9000001;6124;125
3669;"A Lonely Place to Die";2011;"UK";99;"English";"R";"";"4000000";97;135;6.30000019;22220;0
2152;"Hidalgo";2004;"USA";136;"English";"PG-13";"67286731";"100000000";345;140;6.69999981;67856;0
3533;"Little Fockers";2010;"USA";98;"English";"PG-13";"148383780";"100000000";152;180;5.5;85531;0
1809;"Morvern Callar";2002;"UK";97;"English";"R";"267194";"";111;75;6.69999981;6906;605
2585;"Garfield 2";2006;"UK";86;"English";"PG";"28424210";"";74;77;5.0;27517;470
2225;"Super Size Me";2004;"USA";100;"English";"PG";"11529368";"65000";404;193;7.30000019;85028;0
1277;"Smiling Fish & Goat on Fire";1999;"USA";90;"English";"R";"277233";"40000";26;21;7.5999999;2631;0
3822;"The Adventures of Tintin";2011;"USA";107;"English";"PG";"77564037";"135000000";447;440;7.4000001;177383;44000
3336;"Rocket Singh: Salesman of the Year";2009;"India";150;"Hindi";"";"";"";35;14;7.5;11010;773
4647;"Danny Collins";2015;"USA";106;"English";"R";"5348317";"10000000";100;139;7.0999999;20810;0
4026;"Snow White and the Huntsman";2012;"USA";132;"English";"PG-13";"155111815";"170000000";710;416;6.0999999;228554;53000
2161;"In Good Company";2004;"USA";109;"English";"PG-13";"45489752";"26000000";214;157;6.5;48973;736
893;"The Fan";1996;"USA";116;"English";"R";"18573791";"55000000";89;50;5.80000019;38533;0
1177;"American Beauty";1999;"USA";122;"English";"R";"130058047";"15000000";2715;176;8.39999962;822500;22000
4110;"20 Feet from Stardom";2013;"USA";91;"English";"PG-13";"4946250";"1000000";80;149;7.4000001;9540;14000
200;"Monty Python and the Holy Grail";1975;"UK";91;"English";"PG";"1229197";"229575";660;131;8.30000019;382240;14000
2665;"Scoop";2006;"UK";96;"English";"PG-13";"10515579";"4000000";248;177;6.69999981;66840;0
1824;"Raising Victor Vargas";2002;"France";88;"English";"R";"2073984";"800000";135;59;7.19999981;4743;219
9;"42nd Street";1933;"USA";89;"English";"Unrated";"2300000";"439000";97;65;7.69999981;7921;439
4061;"The Iceman";2012;"USA";106;"English";"R";"1939441";"10000000";144;221;6.9000001;55567;20000
3469;"Country Strong";2010;"USA";117;"English";"PG-13";"20218921";"15000000";114;135;6.30000019;14814;0
784;"Mr. Holland's Opus";1995;"USA";143;"English";"PG";"82528097";"6500000";154;42;7.30000019;30230;0
3427;"Whip It";2009;"USA";111;"English";"PG-13";"13034417";"15000000";118;230;6.9000001;55665;10000
4896;"The BFG";2016;"UK";117;"English";"PG";"52792307";"140000000";106;252;6.80000019;12572;27000
2461;"The Man";2005;"Germany";83;"English";"PG-13";"8326035";"33000000";76;72;5.5;21933;676
733;"The Flintstones";1994;"USA";91;"English";"PG";"130512915";"45000000";85;35;4.80000019;60884;0
770;"Friday";1995;"USA";97;"English";"R";"27900000";"3500000";157;20;7.30000019;74626;8000
611;"The Silence of the Lambs";1991;"USA";138;"English";"R";"130727000";"19000000";916;185;8.60000038;887467;40000
4071;"The Perks of Being a Wallflower";2012;"USA";102;"English";"PG-13";"17738570";"13000000";457;364;8.0;351274;131000
4211;"Last Vegas";2013;"USA";105;"English";"PG-13";"63910583";"28000000";173;222;6.5999999;106755;27000
3912;"Brave";2012;"USA";93;"English";"PG";"237282182";"185000000";428;488;7.19999981;273556;39000
1868;"The Guru";2002;"UK";94;"English";"R";"3034181";"11000000";128;70;5.4000001;13622;550
1585;"Joe Somebody";2001;"USA";98;"English";"PG";"22770864";"38000000";85;55;5.5;8433;168
3442;"Alice in Wonderland";2010;"USA";108;"English";"PG";"334185206";"200000000";736;451;6.5;306336;24000
1740;"Collateral Damage";2002;"USA";108;"English";"R";"40048332";"85000000";339;135;5.5;61417;941
157;"Waterloo";1970;"Italy";134;"English";"G";"";"25000000";76;16;7.30000019;5911;690
2897;"The Bourne Ultimatum";2007;"USA";115;"English";"PG-13";"227137090";"110000000";820;329;8.10000038;491077;0
4420;"Fugly";2014;"India";134;"Hindi";"";"";"";7;9;4.69999981;781;62
835;"Escape from L.A.";1996;"USA";101;"English";"R";"25407250";"50000000";227;104;5.69999981;54021;0
55;"From Here to Eternity";1953;"USA";118;"English";"Not Rated";"";"1650000";150;101;7.80000019;33987;0
2097;"Beyond the Sea";2004;"USA";118;"English";"PG-13";"6144806";"23000000";248;113;6.69999981;12821;0
1642;"Shrek";2001;"USA";90;"English";"PG";"267652016";"60000000";945;212;7.9000001;467113;0
883;"Spy Hard";1996;"USA";81;"English";"PG-13";"26906039";"18000000";76;27;5.30000019;29621;588
2588;"Gridiron Gang";2006;"USA";125;"English";"PG-13";"38432823";"30000000";134;85;6.9000001;33067;0
1604;"Max Keeble's Big Move";2001;"USA";91;"English";"PG";"17292381";"12000000";69;37;5.30000019;5794;371
3671;"A Separation";2011;"Iran";123;"Persian";"PG-13";"7098492";"500000";264;354;8.39999962;151812;48000
1123;"Snake Eyes";1998;"USA";98;"English";"R";"55585389";"69000000";241;117;5.9000001;64121;880
3293;"Law Abiding Citizen";2009;"USA";118;"English";"R";"73343413";"50000000";429;216;7.4000001;217480;21000
1135;"The Faculty";1998;"USA";104;"English";"R";"40064955";"15000000";502;154;6.4000001;92074;0
926;"An Alan Smithee Film: Burn Hollywood Burn";1997;"USA";86;"English";"R";"15447";"10000000";85;29;3.5;2971;89
1828;"Resident Evil";2002;"UK";100;"English";"R";"39532308";"33000000";1138;226;6.69999981;198701;0
3948;"Girls Gone Dead";2012;"USA";104;"English";"R";"";"500000";28;64;3.5;2012;0
1826;"Red Dragon";2002;"Germany";124;"English";"R";"92930005";"78000000";764;210;7.19999981;204063;0
2538;"Blood Diamond";2006;"Germany";143;"English";"R";"57366262";"100000000";657;166;8.0;400292;14000
2053;"The Return";2003;"Russia";99;"Russian";"Unrated";"502028";"";172;103;8.0;31589;0
2168;"Kung Fu Hustle";2004;"Hong Kong";99;"Cantonese";"R";"17104669";"20000000";354;377;7.80000019;99353;0
3437;"3";2010;"Germany";119;"German";"Unrated";"59774";"";18;76;6.80000019;4212;2000
2651;"Pirates of the Caribbean: Dead Man's Chest";2006;"USA";151;"English";"PG-13";"423032628";"225000000";1832;313;7.30000019;522040;5000
810;"The Usual Suspects";1995;"USA";106;"English";"R";"23272306";"6000000";1182;162;8.60000038;740918;28000
436;"Howard the Duck";1986;"USA";110;"English";"PG";"16295774";"35000000";269;81;4.5999999;33669;0
3678;"Anonymous";2011;"UK";130;"English";"PG-13";"4463292";"30000000";136;288;6.9000001;34488;15000
4343;"22 Jump Street";2014;"USA";112;"English";"R";"191616238";"50000000";322;330;7.0999999;258186;24000
4434;"Hercules";2014;"USA";101;"English";"PG-13";"72660029";"100000000";269;245;6.0;115687;21000
2956;"Asterix at the Olympic Games";2008;"France";116;"French";"";"";"78000000";36;33;5.0999999;20567;291
669;"Only the Strong";1993;"USA";99;"English";"PG-13";"3273588";"6000000";50;17;6.69999981;4195;0
1066;"Dirty Work";1998;"Canada";82;"English";"PG-13";"9975684";"13000000";117;32;6.4000001;20033;679
2519;"All the King's Men";2006;"Germany";128;"English";"PG-13";"7221458";"55000000";178;127;6.19999981;20740;0
2567;"Exiled";2006;"Hong Kong";110;"Cantonese";"R";"49413";"35000000";26;98;7.30000019;6919;528
180;"Battle for the Planet of the Apes";1973;"USA";96;"English";"G";"";"1800000";91;62;5.5;22764;511
2252;"The Life Aquatic with Steve Zissou";2004;"USA";119;"English";"R";"24006726";"50000000";632;259;7.30000019;139535;0
2038;"The Hunted";2003;"USA";94;"English";"R";"34238611";"55000000";321;135;6.0;35830;0
1695;"Y Tu MamÃ¡ TambiÃ©n";2001;"Mexico";106;"Spanish";"R";"13622333";"2000000";385;173;7.69999981;91377;0
2526;"ATL";2006;"USA";105;"English";"PG-13";"21160089";"";92;54;6.0;8522;874
2079;"A Home at the End of the World";2004;"USA";97;"English";"R";"1029017";"6500000";135;84;6.80000019;12049;1000
2224;"Summer Storm";2004;"Germany";98;"German";"R";"95016";"2700000";56;40;7.4000001;11074;442
2166;"Kill Bill: Vol. 2";2004;"USA";137;"English";"R";"66207920";"30000000";935;304;8.0;512749;0
4687;"Insurgent";2015;"USA";119;"English";"PG-13";"129995817";"110000000";258;263;6.30000019;154621;27000
4804;"Top Cat Begins";2015;"Mexico";89;"Spanish";"PG";"";"8000000";1;3;4.4000001;230;138
253;"Penitentiary";1979;"USA";99;"English";"R";"";"100000";10;23;5.80000019;509;157
1060;"Dancer, Texas Pop. 81";1998;"USA";97;"English";"PG";"565592";"";63;15;6.80000019;2189;500
3192;"Adventureland";2009;"USA";107;"English";"R";"16025394";"";220;248;6.80000019;131180;0
2562;"Dreamgirls";2006;"USA";130;"English";"PG-13";"103338338";"70000000";503;241;6.5;55901;0
4118;"A Plague So Pleasant";2013;"USA";76;"English";"";"";"1400";3;13;6.30000019;38;16
4770;"The Hateful Eight";2015;"USA";187;"English";"R";"54116191";"44000000";1018;596;7.9000001;272839;114000
1456;"The Adventures of Rocky & Bullwinkle";2000;"USA";92;"English";"PG";"26000610";"76000000";197;49;4.0999999;16611;413
1969;"Intolerable Cruelty";2003;"USA";100;"English";"PG-13";"35096190";"60000000";322;161;6.30000019;76560;0
4394;"Deliver Us from Evil";2014;"USA";118;"English";"R";"30523568";"30000000";201;242;6.19999981;54447;18000
3406;"The Time Traveler's Wife";2009;"USA";107;"English";"PG-13";"63411478";"39000000";234;214;7.0999999;114925;13000
713;"Hoop Dreams";1994;"USA";170;"English";"PG-13";"7830611";"700000";74;53;8.30000019;18980;0
2460;"The Lost City";2005;"USA";144;"English";"R";"2483955";"9600000";165;52;6.69999981;8369;957
4267;"Straight A's";2013;"USA";91;"English";"R";"";"2000000";20;12;5.69999981;3605;0
2400;"My Big Fat Independent Movie";2005;"USA";80;"English";"R";"";"3000000";24;14;3.29999995;1257;48
4637;"Close Range";2015;"USA";80;"English";"";"";"3000000";31;28;4.9000001;2425;968
2039;"The Italian Job";2003;"USA";111;"English";"PG-13";"106126012";"60000000";497;155;7.0;285623;0
2881;"Slacker Uprising";2007;"USA";102;"English";"";"";"2000000";15;27;5.30000019;2242;69
1102;"One True Thing";1998;"USA";127;"English";"R";"23209440";"30000000";112;64;7.0;9283;592
2868;"Resident Evil: Extinction";2007;"France";94;"English";"R";"50648679";"45000000";348;216;6.30000019;149549;0
1735;"City by the Sea";2002;"USA";108;"English";"R";"22433915";"60000000";166;104;6.19999981;21319;416
477;"Superman IV: The Quest for Peace";1987;"UK";134;"English";"PG";"15681020";"17000000";259;94;3.5999999;33570;1000
3698;"Circumstance";2011;"France";107;"Persian";"R";"439958";"";43;76;5.9000001;6277;0
2625;"Loving Annabelle";2006;"USA";76;"English";"Not Rated";"";"1000000";75;14;6.69999981;9190;501
1496;"Urban Legends: Final Cut";2000;"USA";97;"English";"R";"21468807";"14000000";227;108;4.0999999;13048;243
1433;"Red Planet";2000;"USA";106;"English";"PG-13";"17473245";"70000000";348;145;5.69999981;47612;995
925;"Amistad";1997;"USA";155;"English";"R";"44175394";"36000000";227;77;7.19999981;56509;0
3809;"Snow Flower and the Secret Fan";2011;"China";104;"English";"PG-13";"1346503";"6000000";22;56;6.0999999;3024;0
2176;"Mean Creek";2004;"USA";90;"English";"R";"603943";"500000";154;126;7.30000019;26407;1000
1042;"American History X";1998;"USA";101;"English";"R";"6712241";"7500000";1420;162;8.60000038;782437;35000
4041;"The Avengers";2012;"USA";173;"English";"PG-13";"623279547";"220000000";1722;703;8.10000038;995415;123000
4822;"13 Hours";2016;"USA";144;"English";"R";"52822418";"50000000";219;204;7.4000001;47764;44000
2391;"Mirrormask";2005;"UK";101;"English";"PG";"864959";"4000000";151;116;6.9000001;20275;0
1297;"The Bone Collector";1999;"USA";118;"English";"R";"66488090";"48000000";397;75;6.69999981;120202;0
3454;"Biutiful";2010;"Mexico";148;"Spanish";"R";"5100937";"";127;288;7.5;68885;29000
4925;"Yoga Hosers";2016;"USA";88;"English";"PG-13";"";"5000000";4;35;4.80000019;849;0
3487;"Fair Game";2010;"USA";108;"English";"PG-13";"9528092";"22000000";127;214;6.80000019;38513;9000
4867;"Kicks";2016;"USA";80;"English";"R";"";"";6;6;7.80000019;59;240
