"track_name","bpm","key","mode","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%","cover_url","artist_id","date_id","spotify_tracking_id","apple_tracking_id","deezer_tracking_id","shazam_tracking_id"
"Gatita",101,"G","Major",90,76,81,15,24,33,6,"https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b",21,361,279,254,210,91
"Rumble",140,"C#","Minor",81,6,84,5,23,6,6,"https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc",22,362,280,256,181,91
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]",88,"G","Minor",49,24,66,19,0,18,29,"https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2",24,55,281,258,218,86
"Yonaguni",180,"C#","Major",64,44,65,28,0,14,12,"https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9",27,3,282,261,271,14
"Super Freaky Girl",133,"D","Major",95,91,89,6,0,31,24,"https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc",30,4,283,263,272,86
"Running Up That Hill (A Deal With God)",108,"A#","Minor",63,20,55,72,0,6,6,"https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252",31,9,285,264,273,14
"Dream On",80,"F","Minor",39,24,43,39,0,23,3,"https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2",33,11,286,52,69,14
"Limbo",75,"B","Minor",80,46,62,3,6,11,46,"https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6",34,13,288,241,274,86
"Where Are You Now",121,"F#","Minor",67,26,64,52,0,17,10,"https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b",39,14,290,266,275,149
"WORTH NOTHING",140,"D","Minor",58,17,62,18,0,20,8,"https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8",41,18,293,268,276,86
"KICK BACK",102,"C#","Major",58,29,94,0,0,9,11,"https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859",43,199,295,269,277,14
"Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A",82,"A","Major",70,31,34,60,1,11,4,"Not Found",45,237,297,270,250,14
"Good Days",121,"C#","Minor",46,53,78,23,0,72,6,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,20,300,271,278,65
"Levitating (feat. DaBaby)",103,"F#","Minor",70,92,83,1,0,7,6,"https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be",48,23,302,272,279,100
"Shut up My Moms Calling - (Sped Up)",85,"F","Minor",65,36,47,31,0,12,10,"https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7",49,25,303,275,146,14
"Ferrari",125,"C#","Minor",84,70,69,1,0,5,5,"https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4",51,28,304,277,280,12
"You're On Your Own, Kid",120,"D","Major",69,40,39,41,0,13,6,"https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058",52,56,305,279,151,91
"Kesariya (From ""Brahmastra"""")""",94,"","Major",58,44,57,57,0,10,3,"Not Found",53,92,306,281,53,14
"Agudo Mï¿½ï¿½gi",130,"F#","Minor",65,49,80,22,4,7,5,"Not Found",57,30,307,283,226,14
"It's Beginning To Look A Lot Like Christmas",93,"E","Major",35,38,23,91,0,29,3,"Not Found",60,32,308,285,281,14
"It's the Most Wonderful Time of the Year",202,"G","Major",24,76,60,77,0,12,4,"https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356",74,33,309,287,282,91
"Let It Snow! Let It Snow! Let It Snow!",134,"C#","Major",45,72,24,91,0,18,4,"https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae",86,36,310,289,283,14
"Underneath the Tree",160,"G#","Major",51,69,81,0,0,21,5,"https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7",89,37,311,291,284,14
"Feliz Navidad",148,"D","Major",50,96,82,47,0,34,4,"Not Found",92,38,312,293,194,14
"Holly Jolly Christmas",151,"G","Major",65,70,47,87,0,9,4,"Not Found",60,32,313,296,285,14
"Mistletoe",162,"F#","Minor",67,88,54,51,0,9,4,"https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86",97,131,314,298,286,14
"Sleigh Ride",92,"D","Major",53,84,77,40,0,32,3,"https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4",99,39,315,300,287,14
"Seek & Destroy",152,"C#","Major",65,35,65,44,18,21,7,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,316,303,107,14
"Love Language",65,"A","Minor",71,55,26,85,0,13,8,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,318,304,75,14
"Happy Xmas (War Is Over)",147,"D","Major",33,39,61,32,0,77,3,"https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d",108,40,320,306,288,14
"Used (feat. Don Toliver)",150,"A#","Minor",73,71,69,53,0,32,9,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",110,19,324,441,138,14
"A Holly Jolly Christmas - Single Version",140,"","Major",67,81,36,64,0,15,3,"https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98",113,41,326,308,289,14
"The Christmas Song (Merry Christmas To You) - Remastered 1999",139,"C#","Major",36,22,15,84,0,11,4,"https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3",114,42,327,310,284,14
"Wonderful Christmastime - Edited Version / Remastered 2011",95,"B","Major",75,74,58,36,0,9,3,"https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a",115,43,328,430,290,14
"Do They Know It's Christmas? - 1984 Version",115,"","Major",60,23,57,0,2,27,3,"https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8",117,44,329,312,291,14
"Ghost in the Machine (feat. Phoebe Bridgers)",125,"F#","Major",62,59,43,84,3,11,5,"Not Found",119,111,330,313,53,14
"Special",76,"","Major",60,19,20,78,0,11,5,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,332,314,138,14
"Merry Christmas Everyone",101,"C#","Minor",72,91,87,14,0,13,3,"https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb",121,45,334,315,69,14
"Let It Snow! Let It Snow! Let It Snow!",143,"D","Major",60,86,32,88,0,34,6,"https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc",122,46,337,317,292,14
"SOS",119,"G","Minor",51,51,66,67,0,9,23,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,339,319,107,14
"Open Arms (feat. Travis Scott)",78,"A","Major",67,22,59,76,1,15,16,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",124,19,341,321,274,165
"White Christmas",96,"A","Major",23,19,25,91,0,40,3,"https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4",125,47,343,323,293,14
"Driving Home for Christmas - 2019 Remaster",180,"A","Major",51,87,58,36,0,18,4,"https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a",126,48,344,328,146,14
"Christmas (Baby Please Come Home)",126,"D#","Major",34,35,76,39,0,8,5,"https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4",127,39,346,330,294,14
"Gone Girl",150,"F","Major",43,42,44,57,0,15,6,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,348,332,150,14
"F2F",90,"D","Major",53,47,74,9,0,34,4,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,349,6,107,14
"Notice Me",160,"F","Major",72,78,68,28,0,11,12,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,350,334,74,14
"Merry Christmas",114,"","Major",59,60,94,24,0,10,4,"https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a",134,49,351,336,295,14
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",113,"G","Major",73,72,32,77,0,15,5,"Not Found",136,51,353,339,296,14
"My Only Wish (This Year)",147,"","Major",67,69,72,17,0,19,3,"https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566",138,53,356,341,297,14
"Antidepresan",100,"B","Minor",70,92,59,3,0,10,3,"Not Found",140,225,358,343,235,94
"Wild Flower (with youjeen)",155,"G#","Major",49,42,77,3,0,12,9,"https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175",142,55,393,345,226,86
"I Hate U",107,"G","Minor",54,41,39,51,0,11,16,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,279,394,346,166,14
"Raindrops (Insane) [with Travis Scott]",112,"G#","Major",80,15,54,9,0,38,5,"Not Found",147,55,396,347,194,14
"SPIT IN MY FACE!",166,"C#","Major",70,57,57,9,20,11,7,"https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3",149,331,398,430,212,147
"Deck The Hall - Remastered 1999",107,"F#","Minor",69,96,36,81,0,8,4,"https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9",114,57,400,348,298,14
"Smoking on my Ex Pack",81,"G#","Major",47,33,68,24,0,22,38,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,402,350,138,14
"Conceited",150,"C#","Major",79,77,46,5,0,11,7,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,403,354,150,14
"Snow On The Beach (feat. Lana Del Rey)",110,"A","Major",66,19,32,69,0,12,4,"https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0",157,56,405,356,188,138
"Maroon",108,"G","Major",64,4,40,6,0,10,6,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,406,234,226,14
"Tubarï¿½ï¿½o Te",130,"E","Minor",89,48,74,30,0,7,36,"Not Found",162,18,407,358,299,14
"Bejeweled",164,"G","Major",70,39,56,6,0,9,7,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,408,360,300,14
"Tarot",114,"B","Minor",80,42,68,2,0,66,4,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",167,102,409,362,300,14
"You Make It Feel Like Christmas (feat. Blake Shelton)",93,"F","Major",63,93,88,1,0,12,4,"https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4",168,58,410,364,188,14
"Desesperados",90,"C#","Minor",87,51,69,36,0,9,8,"Not Found",170,62,411,365,301,14
"Too Late",128,"B","Major",45,35,68,78,0,39,8,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,19,412,366,150,14
"Party",97,"A","Major",83,47,80,2,0,24,9,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",175,102,413,367,302,129
"Run Rudolph Run - Single Version",152,"G","Minor",69,94,71,79,0,7,8,"https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739",177,51,414,369,303,91
"Jingle Bells - Remastered 1999",175,"G#","Major",51,94,34,73,0,10,5,"https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490",178,66,415,91,260,14
"Far",116,"D","Major",61,48,55,67,0,16,8,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,416,371,107,14
"On Time (with John Legend)",80,"F","Minor",33,51,59,76,0,44,6,"Not Found",183,55,417,375,146,86
"GATï¿½ï¿½",93,"B","Minor",63,34,86,26,0,21,39,"Not Found",185,67,418,377,304,91
"Is There Someone Else?",135,"A","Minor",70,60,58,4,0,16,3,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,419,403,276,87
"Fingers Crossed",109,"F","Major",60,45,47,62,0,31,5,"https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272",188,70,420,405,305,132
"Do It To It",125,"B","Minor",85,64,81,2,5,7,9,"Not Found",190,71,421,407,306,138
"How Do I Make You Love Me?",121,"G","Minor",80,62,51,2,0,9,8,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,422,409,210,14
"Gasoline",123,"F#","Minor",74,35,73,0,0,21,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,423,411,226,14
"Infinity",122,"B","Minor",67,50,67,15,0,30,4,"https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f",197,83,424,413,307,14
"Less Than Zero",143,"","Major",53,50,79,0,0,8,3,"https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6",187,69,425,415,132,91
"Take My Breath",121,"A#","Minor",70,35,77,1,0,26,4,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,85,426,559,155,14
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",135,"C#","Major",41,27,64,36,0,60,3,"Not Found",204,69,427,417,101,14
"Best Friends",87,"E","Minor",49,49,59,44,0,35,21,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,428,419,226,14
"Kiss Me More (feat. SZA)",111,"G#","Major",77,74,66,30,0,13,3,"Not Found",207,186,429,420,308,166
"I Heard You're Married (feat. Lil Wayne)",110,"D","Major",75,85,84,10,0,31,19,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",212,69,430,421,158,14
"Dawn FM",78,"A","Minor",27,10,49,62,0,49,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,402,423,146,14
"Surface Pressure",180,"D","Major",65,37,58,2,0,4,31,"https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229",217,87,431,425,151,14
"Starry Eyes",86,"A","Minor",28,13,41,50,0,19,3,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,432,429,180,14
"THATS WHAT I WANT",88,"C#","Minor",74,55,85,1,0,5,22,"https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd",232,89,433,431,309,134
"One Right Now (with The Weeknd)",97,"C#","Major",68,72,78,4,0,7,5,"Not Found",233,91,434,433,263,91
"Beggin",134,"B","Minor",71,59,80,13,0,36,5,"Not Found",222,93,435,435,310,167
"Mon Amour - Remix",116,"D","Major",75,36,76,12,0,10,10,"Not Found",235,95,436,437,311,105
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",170,"E","Minor",64,14,70,9,0,9,8,"https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6",236,97,437,439,312,14
"The Motto",118,"G","Minor",75,46,76,3,0,9,4,"Not Found",238,99,438,443,313,52
"Malvadï¿½ï¿",133,"F#","Minor",82,52,61,38,0,14,27,"Not Found",240,101,439,444,314,14
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",93,"","Major",63,21,52,28,0,9,3,"https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d",52,103,440,445,106,86
"Donï¿½ï¿½ï¿½t Break My",122,"A#","Major",77,25,62,34,0,23,3,"Not Found",187,69,441,446,146,14
"Oh My God",88,"C#","Major",53,55,73,9,0,3,5,"https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7",251,87,442,447,315,14
"Entre Nosotros (Remix) [con Nicki Nicole]",170,"F","Minor",70,61,44,40,0,37,4,"Not Found",252,70,443,448,218,14
"A Tale By Quincy",94,"F","Minor",46,55,50,71,0,10,11,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,444,449,150,14
"I AM WOMAN",170,"A#","Major",65,46,47,12,0,13,16,"https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069",254,105,445,450,316,14
"Medallo",90,"E","Minor",79,79,70,57,0,66,8,"Not Found",255,107,446,451,47,14
"It'll Be Okay",78,"G","Major",40,7,29,62,0,9,3,"Not Found",76,109,447,452,317,65
"Softcore",94,"D","Major",57,36,58,5,0,15,3,"https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40",259,110,448,453,318,111
"Super Gremlin",73,"D","Major",83,11,41,0,0,36,14,"https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9",261,112,449,454,72,91
"Volvï¿",176,"C#","Major",73,79,86,42,0,7,18,"https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c",263,114,450,455,319,91
"Todo De Ti",128,"D#","Minor",81,57,63,40,1,10,4,"https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795",266,126,451,456,320,38
"Smokin Out The Window",82,"D","Major",63,85,62,6,0,35,4,"https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86",268,91,452,457,321,14
"Meet Me At Our Spot",95,"D","Major",77,40,47,2,0,9,3,"https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71",269,128,453,458,322,91
"Every Angel is Terrifying",118,"","Major",44,52,94,11,0,4,29,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,787,459,150,14
"Tacones Rojos",123,"B","Minor",75,93,86,8,0,14,3,"https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145",272,130,454,460,323,97
"Dakiti",110,"E","Minor",73,14,57,40,0,11,5,"https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8",167,132,455,461,324,163
"Tiago PZK: Bzrp Music Sessions, Vol. 48",96,"C#","Minor",66,76,82,47,0,10,32,"https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4",277,134,456,462,24,87
"Lï¿½ï¿½ï¿",88,"D","Minor",56,58,55,35,0,23,11,"Not Found",279,136,457,463,325,86
"Nostï¿½ï¿½l",98,"A","Minor",73,60,85,17,0,24,5,"Not Found",282,138,446,464,326,38
"Better Days (NEIKED x Mae Muller x Polo G)",110,"","Minor",72,67,68,0,0,14,4,"https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf",284,346,458,465,327,91
"Sad Girlz Luv Money Remix (feat. Kali Uchis)",110,"C#","Minor",86,31,53,43,0,11,6,"Not Found",286,140,459,466,328,87
"Butter",110,"G#","Major",79,70,36,0,0,6,11,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49",288,142,460,467,329,52
"pushin P (feat. Young Thug)",78,"C#","Minor",77,49,42,1,1,13,19,"Not Found",290,69,461,468,166,14
"You Right",129,"G#","Major",83,44,62,2,0,8,6,"https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a",291,143,462,469,330,134
"deja vu",181,"A","Major",44,22,60,61,0,42,9,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a",5,148,463,470,295,165
"TO THE MOON",144,"D","Major",74,39,65,5,1,11,35,"https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714",293,91,464,471,331,14
"Lost in the Fire",101,"D","Major",66,18,68,9,0,12,4,"https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794",295,150,465,472,332,165
"Salimo de Noche",84,"D","Major",67,78,63,29,0,12,5,"Not Found",301,153,466,474,198,14
"Volando - Remix",154,"F#","Major",66,63,69,21,0,11,7,"Not Found",304,155,467,476,333,86
"Leave The Door Open",148,"F","Major",59,72,62,18,0,9,3,"https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86",268,157,468,478,334,65
"Knife Talk (with 21 Savage ft. Project Pat)",146,"F","Minor",85,22,37,13,0,7,30,"https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f",310,339,469,482,335,87
"Don't Be Shy",120,"B","Minor",77,51,79,20,0,26,6,"Not Found",324,159,470,484,336,152
"LA FAMA (with The Weeknd)",136,"","Minor",77,82,30,95,0,13,5,"Not Found",325,161,471,486,337,134
"The Family Madrigal",141,"C#","Major",59,56,63,12,0,6,36,"Not Found",327,87,472,488,218,14
"Phantom Regret by Jim",108,"A","Minor",46,23,48,75,30,14,4,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,69,473,490,138,14
"Dos Oruguitas",94,"","Major",42,47,36,76,0,9,5,"https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229",272,87,474,492,338,14
"Freaks",180,"A","Major",35,41,94,0,63,5,5,"https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f",339,163,475,422,339,99
"Acapulco",122,"A#","Major",77,51,79,5,0,16,5,"https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757",342,224,476,494,278,14
"Daddy Issues",85,"A#","Major",59,33,52,7,15,12,3,"https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685",259,164,477,497,340,87
"thought i was playing",148,"C#","Major",68,29,73,0,0,7,7,"Not Found",347,69,478,499,69,14
"ELEVEN",120,"A","Major",83,59,73,6,0,5,11,"https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb",79,109,479,501,180,14
"What Else Can I Do?",120,"E","Major",72,54,71,26,0,10,4,"Not Found",353,87,480,503,75,14
"DANCE CRIP",106,"","Major",86,86,79,11,0,8,9,"https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55",355,166,481,505,41,134
"Miserable Man",110,"A#","Major",63,31,35,93,0,29,3,"https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71",356,69,482,507,341,14
"happier",169,"F#","Major",39,36,45,81,0,8,13,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a",5,142,483,508,342,168
"Praise God",118,"C#","Major",80,21,55,1,0,26,17,"https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd",360,168,484,509,342,14
"Get Into It (Yuh)",92,"G#","Minor",91,79,66,32,0,9,16,"https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a",146,62,485,510,343,14
"Before You Go",112,"D#","Major",45,19,60,63,0,9,6,"https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4",365,170,486,512,344,163
"Sky",140,"D","Major",79,56,91,26,0,13,21,"https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb",381,172,487,514,303,91
"Sobrio",178,"F","Major",76,63,77,14,0,15,22,"https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27",382,155,488,516,345,91
"Peru",108,"G","Minor",96,71,42,57,0,8,9,"Not Found",383,174,489,518,346,89
"favorite crime",173,"A","Major",40,19,29,86,0,34,4,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a",5,142,490,520,347,117
"Thunder",101,"C#","Major",67,40,90,3,0,34,6,"Not Found",385,176,491,522,256,99
"The Business",120,"G#","Minor",80,24,62,41,2,11,23,"Not Found",386,178,492,524,348,77
"positions",144,"","Major",73,66,80,44,0,9,12,"https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605",387,180,493,525,349,86
"I WANNA BE YOUR SLAVE",133,"C#","Major",75,96,61,0,0,18,4,"Not Found",222,182,494,526,350,99
"Vai Lï¿½ï¿½ Em Casa ",158,"G#","Minor",46,62,83,53,0,97,28,"Not Found",391,130,495,528,351,14
"The Feels",120,"A","Major",81,92,90,9,0,8,7,"https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82",392,184,472,534,299,86
"HEARTBREAK ANNIVERSARY",129,"","Major",61,59,46,56,0,13,5,"https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766",394,198,496,536,352,47
"OUT OUT (feat. Charli XCX & Saweetie)",124,"G#","Minor",79,79,84,2,0,5,5,"https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4",396,200,497,538,353,91
"Pope Is a Rockstar",90,"E","Minor",73,31,45,85,24,11,3,"https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa",400,202,498,540,108,14
"2055",161,"F#","Minor",78,65,52,46,0,12,31,"https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1",402,203,499,542,299,14
"Bored",120,"G","Major",60,11,33,90,0,8,5,"https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c",405,204,500,256,354,14
"Happier Than Ever - Edit",81,"","Major",45,12,57,7,0,23,3,"https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9",405,206,501,544,155,14
"Astronaut In The Ocean",150,"E","Minor",78,47,70,18,0,15,9,"https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f",411,209,502,546,355,117
"Ley Seca",105,"G#","Major",76,58,84,10,0,13,10,"Not Found",413,211,503,547,155,14
"Every Summertime",79,"F#","Major",63,76,67,38,0,6,4,"https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be",416,213,504,548,69,132
"Talking To The Moon",146,"C#","Minor",52,7,61,51,0,11,3,"https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b",418,215,505,296,356,14
"you broke me first",124,"E","Major",64,8,37,79,0,9,5,"https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4",421,217,506,550,357,91
"Take My Breath",121,"G#","Major",75,53,74,2,0,11,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d",187,85,507,551,358,14
"Way 2 Sexy (with Future & Young Thug)",136,"B","Minor",80,33,60,0,0,32,14,"https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f",437,339,508,552,359,14
"Cï¿½ï¿½",102,"A","Minor",77,26,63,58,0,11,5,"Not Found",266,62,509,554,360,52
"Enemy - from the series Arcane League of Legends",77,"G","Major",73,54,74,23,0,41,23,"https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13",491,107,510,558,59,14
"Quï¿½ï¿½ Mï¿½ï¿",102,"G#","Major",89,77,82,3,0,17,11,"Not Found",493,219,511,560,361,14
"Fair Trade (with Travis Scott)",168,"C#","Major",67,29,47,5,0,22,26,"https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f",494,339,512,562,362,87
"Bar",94,"C#","Major",52,68,69,13,0,33,8,"https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c",496,161,513,564,74,14
"The Rumbling (TV Size)",145,"G#","Major",41,65,88,0,0,26,5,"https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7",498,221,514,565,363,14
"family ties (with Kendrick Lamar)",134,"C#","Major",71,14,61,1,0,23,33,"Not Found",499,222,515,566,364,86
"Blessed-Cursed",127,"E","Minor",60,40,89,9,0,60,6,"https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55",500,221,516,567,194,14
"AM Remix",172,"F#","Minor",74,79,66,11,0,8,16,"Not Found",501,143,517,568,365,14
"Streets",90,"B","Major",75,19,46,21,4,34,8,"https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b",146,223,518,569,366,166
"Polaroid Love",138,"G","Minor",74,65,67,46,0,36,4,"https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55",500,221,519,570,274,14
"Leave Before You Love Me (with Jonas Brothers)",120,"G","Major",72,67,72,0,0,13,4,"https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce",504,226,520,571,229,169
