sub_object_id,sub_object
1500,Certificate of Insurance - Certificate of Participation
1501,Health Pretax - Kaiser
1502,Public Hlth Intergovern Pymnt
1503,Hospital Billing Inpatient Healthy Workers/Kids Financial Class 111
1504,Gas Tax Apportionment 725
1505,Pierce Street Garage - Commercial
1506,Exp Rec Fr AcdmyOfSciencNonAAO
1507,In-Home Supportive Services Public Authority Title XIX Share
1508,Truck Permits
1509,Prop 10 Tobacco Tax Funding
1510,Quality Improvement Project
1511,Trial Court Security - Ab109
1512,Post Tax Dental Plan - 6 Pacific Union
1513,San Francisco Unified School District Employee Contribution - Pre Tax
1514,Attorney Fees-Juvenile
1515,Fringe - Dental City Paid - Pacific Union
1516,Concession-Others-ITB
1517,Office of Community Investment and Infrastructure Payments To Recreation and Parks
1518,"Ret City Share, Fire (New)"
1519,Medical-Medical Claims Paid
1520,Other Federal - Public Assistance Program
1521,Family First Prevention Services Act Prevention Service - State
1522,Private Insurance O-PGrossChrg
1523,Payments For Polling Locations
1524,HlthRev-CCSF-OTC-Dentl-Retiree
1525,FBO-Other Services
1526,General Fund - General Government Operations Recovery
1527,City Depts Revenue From CRT
1528,Prop J Parcel Tax Intergovt
1529,Capital Leases Interest - Exp
1530,OTI Fr 2S/CDB-CommDevBlockGrnt
1531,Interfund Transfer Out to 7A/SSD - School District Agency
1532,Other Equip L-P-Fin Agency-Ren
1533,Hospital Billing Outpatient Jail Financial Class 115
1534,Interfund Transfer Out To 3C/City Facilities Capital Project Fund
1535,Other Employees Retirement System Employer Share
1536,Public Utilities Commission Flood Water Management Program
1537,Sewer Service Chrg-Stormwater
1538,In-Home Supportive Services Contract-Modified Title XIX Share
1539,State - Narcotic Forfeitures and Seizure
1540,Health Service - Other Postemployment Benefits (GASB 45)
1541,Patient Billing Inpatient Healthy San Francisco Financial Class 113
1542,Miscellaneous Taxi Revenues
1543,Medical Indigent Adults Emergency Room Gross Charges
1544,Outpatient Adjustment Commercial Non-Health Maintenance Organization Financial Class 106
1545,Telephone Users Tax - Pre-Paid Non-Directory
1546,Hospital Billing Inpatient Medi-Cal Financial Class 107
1547,San Francisco County Transportation Authority Proposition AA - Local Vehicle License Tax
1548,Transportation Development Act Sales Tax - Capital
1549,Interfund Transfer Out to 4D/Other Debt Service Fund
1550,Medical Waste Fee
1551,Medi-Cal
1552,Interfund Transfer Out to 2S/OSP - Open Space and Park Fund
1553,San Francisco General Hospital Garage - Commercial
1554,OTI Fr 3C/RPF-Rec & Park CP Fd
1555,Foster Care Child Welfare Services - Health Service
1556,Moscone Center Garage
1557,Expense Recovery From Asian Art Museum Non-All Agency Operations
1558,Interfund Transfer In from 2S/Convention Facilities Fund
1559,Other I-P Gross Charges
1560,Rental - Airline South Terminal Terminal 1
1561,Municipal Railway Feeder Service to Bay Area Rapid Transit Stations
1562,Enterprise Fund - Airport
1563,Ground Trans Trip Fees
1564,OTI Fr 2S/PPF-PublicProtectnFd
1565,Jet Bridge Fees
1566,Child Abuse Prevention-Ab 118
1567,Electricity Sale - Community Choice Aggregation
1568,Medi-Cal Eligibility Determination
1569,Foster Care Child Welfare Services - Other Services
1570,Off Airport Privilege Fee
1571,Proceeds From OtherL-TObligtns
1572,Local Share Grant Match
1573,California Children Services
1574,CalWorks Fraud Incentive - Federal
1575,Interfund Transfer Out To 2S/Convention Facilities Fund
1576,Concession-Gifts & Merchandise
1577,Board of Supervisors - Planning Appeal Surcharge
1578,Farmers Market Fee
1579,Sutter-Stockton Garage
1580,Airport Traffic Fines
1581,Other Investment Income
1582,Temporary Rent Assistance
1583,Rail
1584,PostTaxDentalPlan-4DeltaDental
1585,CalWORKs Wage Subsidy
1586,Public Safety Sales Tax Alloc
1587,Fire Pre-Applic Plan ReviewFee
1588,City Jail Outpatient GrossChrg
1589,Sta-Operating
1590,Other Patient Net Revenue
1591,Medicare Managed Care Emergency Room Revenue
1592,Rental - Airline North Terminal Terminal 3
1593,Bridge Tolls-Operating
1594,Medicare I-P Contractual Adj
1595,Materials & Supp-1TimeItemsBud
1596,Managed Care - Medicare-O-PAdj
1597,Misc. Humane Service Charges
1598,Outpatient Administrative Write-Off
1599,Misc Airport Revenue
1600,Land Capitalized Expenditures
1601,Penalty - Alcohol Testing For DUI
1602,Wharfage-Cargo Services
1603,Mental Health Rehabilitation Facility - Write-Off
1604,Building Structure Improvement - Lease Purchase Renewal
1605,Other Equip Lease-Purc-Initial
1606,Environmental Health Training
1607,Bond Disconount-Unamortized
1608,Suspense Account Expenditures
1609,Adoptions(State-Aid)
1610,Health Posttax - Kaiser
1611,MedclWaste-Consult&ComplantFee
1612,Interfund Transfer Out to 5X/Municipal Transportation Agency Parking Garages
1613,Pretax Dental Plan-5 Deltacare
1614,ChildPovrty&FamlySupprtSubacct
1615,Other Managed Care O-P Revenue
1616,Landing Fees - Other Marine
1617,Mission Bartlett Garage
1618,In-Home Supportive Services Public Authority State Share
1619,Equip Usage - Cruise
1620,City Hall Tours
1621,General Fund - Yerba Buena Gardens
1622,County Adult Assistance Program - General Assistance Aid
1623,Kin-Gap Aid Federal Share
1624,Planning - Variance Fees
1625,Interfund Transfer Out to 5W/Water Department Fund
1626,Rental - 30 Van Ness Building
1627,Rentals - Kezar Pavilion
1628,Condominium Conversions
1629,Child Welfare Services Therapy
1630,Healthy San Francisco Employer Enrollment Fee
1631,Interior Lead Abatement Fees
1632,Bay Area Rapid Transit Americans with Disabilities Act
1633,CalWorks Eligibility
1634,Enhanced Payment Program (EPP)
1635,Hazard Matl Storage Permit Fee
1636,Adult Protective Services - AB 118
1637,Books Paid
1638,Medical Indigent Adults Inpatient Write-Off
1639,Kinship Guardian Assistance Payment Aid
1640,RetireeContribution-USD-Dentl
1641,Expense Recovery From Trial Courts (All Agency Operations)
1642,Vehicle Advertising
1643,Ambulance Billings
1644,Lombard Garage
1645,Interfund Transfer Out to 5O/Municipal Transportation Agency Taxi Commission Fund
1646,San Francisco General Hospital Campus Garage
1647,OTI Fr 2S/RPF-Real Property Fd
1648,Street Numbers
1649,Kinship Guardianship Assistance Payment Administration Federal Share
1650,Misc Revenue-Controller
1651,Paratransit Revenue
1652,Public Pound Fee
1653,Short-Doyle O-P ContractualAdj
1654,Hlth Posttax-HlthPlanBluShield
1655,Retiree Subsidy-CCD-Medical
1656,Interfund Transfer Out to 7A/SCC - Community College
1657,Exp Rec-Unalloc NonAAO Fd-Bdgt
1658,Hospital Billing Outpatient Corporate/Client Financial Class 116
1659,Other ERS Employee Share
1660,Miscellaneous Receipts - Cruise
1661,Wharfage - Cruise Services
1662,Telephone Chrgs (Tis Use Only)
1663,Hospital Billing Inpatient Charge Conversion Clearing
1664,Provision For Bad Debts - Inpatient
1665,Bar Dues Reimbursement
1666,Convention Facilities - Rental
1667,Special Circumstances for Adults
1668,Outpatient Adjustment San Francisco Health Plan/San Francisco Health Network Medi-Cal Managed Financial Class 108
1669,Patient Billing Inpatient Other Government Financial Class 112
1670,Refugee (Federal Aid)
1671,Rentals - Kezar Stadium
1672,Global Payment Program (GPP)
1673,Clf Csbg-Hr - Spmp Revenue
1674,CalWorks Maintenance of Effort Subaccount
1675,Kin-Gap Adm State Share
1676,Sugar Sweetened Beverage Tax
1677,Local Tax
1678,Hospital Billing Outpatient Self-pay Financial Class 4
1679,Interfund Transfer In from 5X - MTA Parking Garages
1680,Interfund Transfer Out To 3C/Recreation and Park Capital Project Fund
1681,Interfund Transfer Out to 2S/OSP - Open Space & Park Fund
1682,Credit Card Fee Capacity Charges
1683,Pharmacy Co-Payments
1684,Special Revenue - Neighborhood Beautification
1685,Outpatient Adjustment Corporate/Client Financial Class 116
1686,American Recovery and Reinvestment Act - Federal Pass Through State/Other
1687,Animal Care and Control Spay Neuter
1688,Retiree Contrib-CCSF- Medical
1689,Workstations -Special Purchase
1690,Dockage - Cruise Services
1691,Veterans BuildingOccupancyFees
1692,Curb Cut Assessment Fee
1693,Fire Inspection Fees
1694,Hospital Billing Inpatient Other Government Financial Class 112
1695,Inpatient Adjustment Commercial Health Maintenance Organization Financial Class 105
1696,5th and Mission Garage
1697,Street Repair - Streets and Sanitation - Urban Forestry
1698,Concession - Car Rental
1699,Hospital Billing Outpatient Commercial Non-Health Maintenance Organization Financial Class 106
1700,American Rescue Plan Act - Federal Direct
1701,Expense Recovery From Government Operations and Budget Oversight Committee (All Agency Operations)
1702,Port - Parking - Cruise
1703,Healthy Housing Prog-Apartmnts
1704,In-Home Supportive Services Contract-Modified State General Fund Share
1705,Application Extension Fee
1706,Sale Of Water-Suburban Resale
1707,California Children'sSvcsAdmin
1708,OTI Fr 2S/TIF-Tax Incrm Finc
1709,Family First Prevention Services Act Prevention Service - Federal
1710,Fire Building Access Fees
1711,Frnge-PropCRetHlthCare-CtyShre
1712,Paid Ballot Argument Fee
1713,Fifth and Mission Garage - Commercial
1714,Emergency Medical Services Agency Event Medical Plan Fee
1715,Assembly Bill 199 Criminal Fees Backfill
1716,Pretax Dental Plan-6 PacUnion
1717,Pmt To Ref Bnd Esc Agt-CitySou
1718,Electronic Theft Benefit Rplmt
1719,RetremntPretaxCorr-CityFireNew
1720,Transportation Development Act Article 4
1721,Foster Care Childcare
1722,Port - Harbor Services Budget
1723,Camp Mather Fees
1724,DelinquntInstallmntCollectnFee
1725,Medi-Cal Net Revenue
1726,Fire Water Flow Request Fee
1727,Water Resale - Sewage Disposal
1728,Cargo Facilities
1729,CalWorks (State-Aid)
1730,Child and Family Care and Motor Vehicle Air Conditioning Permit
1731,Hospital Billing Inpatient Medi-Cal Pending Financial Class 102
1732,War Memorial Registration Fee
1733,Exp Rec Fr Con-Pay-Persnnl AAO
1734,Interfund Transfer In from 7A/SSD - School District Agency
1735,Off Hours Bldg Inspection
1736,Water and Wastewater Treatment Chemicals
1737,Patient Billing Inpatient Jail Financial Class 115
1738,Contribution Transfer Out to 2S/Children's Fund
1739,Patient Billing Inpatient Medicare Financial Class 2
1740,Rental-Other BdlgsNon-Airline
1741,Sewer Service Charge - Special District
1742,Other Taxi Permit Renewal Fees
1743,Dental-Retired Employee
1744,Medical Indigent Adults Outpatient Write-Off
1745,Sidewalk Permit
1746,Inpatient Adjustment Other Medi-Cal Managed Financial Class 109
1747,Outpatient Adjustment Uninsured Specialty Mental Health Financial Class 118
1748,Board Prisoners Other Counties
1749,Dialysis - Medicare
1750,Second Hand Dealer General
1751,Library Materials - Bdgt Only
1752,Adoption Aid Payments
1753,Medical Examiner Fees
1754,7 Day Passport - Cable Car
1755,Other Managed Care E-R Revenue
1756,Transit Special Service
1757,Adoption Assistance Program - AB 118/ABx1 16
1758,Boiler Permit
1759,Allocated Chrgs-Reimbursement
1760,Interfund Transfer Out To 2S/Human Welfare Fund
1761,Class Pass Sticker
1762,Permit Extension Fee
1763,In-Home Supportive Services Inpatient Payments
1764,Taxi Wrap - Drivers Fund
1765,General Fund - Disability Access
1766,Dialysis - Patient Pay
1767,Calpers Unfunded Liability Pmt
1768,Common Use Gate Fees
1769,Prop Tax In-LieuOfVehcleLicFee
1770,Fishing Facility Rent
1771,City Jail I-P Gross Charges
1772,Interfund Transfer Out to 5X - MTA Parking Garages
1773,Fed Rev Transfer Bwtn Grant
1774,Dividends Earned
1775,Fringe-DentalCityPd-DeltaDentl
1776,Ers Retirement Allowances
1777,Medi-Cal Inpatient Contractual Adjustment
1778,No Cargo Wharfage - Other Marine Services
1779,Depreciation-Bldg Struct&Impvt
1780,Biofuel Revenue
1781,Fringe - Post Tax Health Pickup - Blue Shield
1782,SewerSvcsSFZoologicalSociety
1783,State Surplus Rev Distribution
1784,Workers' Compensation Inpatient Contractual Adjustment
1785,Rebate Program - Water Conservation
1786,Administration - Office of Labor Standards Enforcement FRERO Penalties
1787,SewerSvcs-ResidentlSingleFamly
1788,CashAsstPgmForImmigrntEligblty
1789,Court Facilities Payment
1790,Taxi Enforcement - Permit Holder Fines
1791,General Fund - Office of Contract Administration - Managed Care Organization - Living Health (AAO)
1792,Portsmouth Garage
1793,Independent Living Program (Federal Administered)
1794,Interfund Transfer Out to 2S/GOL - Golf Fund
1795,Data ProcessingEq-L-P-OptRenew
1796,Food Vehicle Inspection Fee
1797,Probation Costs
1798,Newsrack Fees
1799,Parking Plan Administrative Fees
1800,San Francisco Community College District Employee Contribution - Pre Tax
1801,Emerg Assist-FC Aid-State Shre
1802,San Francisco Community College District Dental Plan
1803,General Fund - City Innovation Fellow Program
1804,DelinqntBusinessTaxCollectnFee
1805,Court Fines Superior
1806,Department of Technology - Financial System
1807,Extended Sick Leave Benefits
1808,Interfund Transfer Out to 2S/LIB - Public Library Fund
1809,Access Line Tax - Current
1810,Children's Services (Federal Administered)
1811,Seismic Retrofitting
1812,Pole (Wireless) Misc Fees
1813,Hospital Billing Inpatient Other Financial Class 12
1814,Port - Layberthing
1815,Exp Rec Fr StatusOfWomenNonAAO
1816,Interfund Transfer Out to 6I/Department of Technology and Information Services Telecom and Information
1817,Traffic Code Late Penalty
1818,Patient Billing Inpatient Commercial Non-Health Maintenance Organization Financial Class 106
1819,Medi-Cal I-P Gross Charges
1820,Contribution Transfer Out to Street Repairs/Highway Trust Fund 10795
1821,CARES Coronavirus Relief Fund Federal Pass Through
1822,Pmt To Refund Bond Escrow Agnt
1823,Rentl-Airlne-CustmsFacilts-ITB
1824,Inpatient Adjustment Self-pay Financial Class 4
1825,Fringe-Life Insurance
1826,Transportation Development Act Article 4.5
1827,HlthRevUSD-OTC-Medicl-Retiree
1828,Kinship Guardianship Assistance Payment Aid State Share
1829,Bond Issuance Cost - Expense
1830,Proposition J November 20 Parcel Tax Fund
1831,Interfund Transfer Out to 2S/CHS - Community Health Services
1832,Patient Billing Inpatient Commercial Health Maintenance Organization Financial Class 105
1833,Anesthetic Materials
1834,Community Based Organization - Targeted Case Management
1835,City Conditional Incremnt Tax
1836,Stage 1 Childcare State-Administered
1837,Withdrawal - Normal Contribution
1838,Homeless Admin Office Tax
1839,Facade Ins Fee - Plan Review
1840,Administrative Fee - Public Guardian
1841,Patient Billing Inpatient Healthy Workers/Kids Financial Class 111
1842,Campaign Disclosure Fines
1843,CalWorks Eligblity State-Admin
1844,Local Transportation Fund Administration
1845,Emsa Trauma Center Fee
1846,Low Carbon Fuel Standard Credits Revenue
1847,One and Two Family Rental Unit Fee
1848,Interfund Transfer In From Street Repairs/Highway Trust Fund 10795
1849,US Navy Cooperative Agreement
1850,Exp Rec-IFD/IRFD Admin Cost
1851,Retirement Pretax-City MiscNew
1852,Cash Assistance Program for Immigrants Reimbursement Interim Assistance Reimbursement
1853,B Flexible Medical Claims Paid
1854,Housing Inclusionary Fee
1855,Concessions Equip Replacmt Fee
1856,"Ret Pickup, Fire (New)"
1857,State Opioid Settlements
1858,Patient Billing Outpatient Uninsured Specialty Mental Health Financial Class 118
1859,Excursion - facilities rental
1860,Medi-Cal Home Health
1861,Hospital Billing Inpatient Healthy San Francisco Financial Class 113
1862,Medi-Cal E-R Gross Charges
1863,Inpatient Adjustment Jail Financial Class 115
1864,Office of Community Investment and Infrastructure Payments-Public Utilities Commission-Water Charges
1865,Taxicabs
1866,Sutter-Stockton Retail
1867,Sale Of Electricity-Non-City
1868,Treasurer/Tax Collector - Collection Costs
1869,City Jail E-R Gross Charges
1870,Dialysis - Medi-Cal
1871,Discounted Single Ride Ticket Booklet
1872,Psychiatric Medicare Inpatient Gross Charges
1873,Exp Rec Fr Taxicab Comssn AAO
1874,Installment Fees
1875,Prevailing Wage Penalties
1876,Collection Charges
1877,Contribution Transfer Out to 2S - Special Revenue Fund
1878,Equip Usage - Ship
1879,Medical-Health Plan Providers
1880,Discount On Issuance Of Debts
1881,Welfare To Work
1882,Medi-CalManagdCareI-PGrosChrgs
1883,Healthy San Francisco With Health Care Coverage Initiative - City-Administered - Inpatient Adjustment
1884,Miscellaneous Services To Tenants
1885,Art Commmission Sales
1886,Miscellaneous Department (AAO) - Discontinued
1887,Hlth Care Acctability OrdPenal
1888,Judgements - Interest Payments
1889,Fire Insurance Proceeds
1890,Medi-Cal California Children's Services Therapy Unit
1891,Non-City Flexible Benefit - Third Party Administrator
1892,Medicare - Emergency Room Contractual Adjustment
1893,Family and Children's Services - Childcare Aid Payments
1894,Emerg Assistance-FcAidFedShare
1895,Eqpmnt Lease-Purc-Initial-Bdgt
1896,In-Home Supportive Services Inpatient Public Authority Administration
1897,Inpatient Adjustment Medicare Managed Health Maintenance Organization Financial Class 110
1898,Patient Billing Inpatient Charity Financial Class 114
1899,Audio-Video - Library Only
1900,Taxi Medallion Sales-Driver Fd
1901,OTI Fr 2S/CFF-Conventn Fac Fd
1902,Interfund Transfer In from 7A/SCC - Community College
1903,Devlpmnt Fee Collectn-AdminFee
1904,Platform - Attendance Incentive
1905,Interfund Transfer Out to 5C/Cleanwater Program Fund
1906,Steam Franchise
1907,Return to Residence Assistance
1908,Reserve for Debt Services
1909,Hlth Pretax-Hlth PlanBluShield
1910,Vision Care-CCSF -Active
1911,Gas and Steam
1912,Cap - State Transit Assistance
1913,Land-Budget
1914,Adoption Program Charges
1915,Farmers Market Cert Fee
1916,Calpers-Prepayment
1917,CalFresh Cash Supplement - State
1918,Customer Facility Charge Fees
1919,IFD/IRFD Increment Tx Returned
1920,Proceeds fr Tax Increment Bond
1921,State Guideway-Capital
1922,Inpatient Adjustment Medi-Cal Pending Financial Class 102
1923,Attorney Fees - Serious Cases
1924,Special Event - Cruise
1925,Inpatient Adjustment Uninsured Specialty Mental Health Financial Class 118
1926,Civic Center Garage
1927,Fiber Lease Revenues
1928,Proceeds From Mello-Roos Bonds
1929,Emergency Medical Services Agency Stroke Center Fee
1930,Library Starter Kits - Library Use Only
1931,Lobby Fines
1932,Assembly Bill 1869 Criminal Fees Backfill
1933,In-Home Supportive Services Administration (State/Federal)
1934,MedicalGraduateEducation (GME)
1935,SaleOfElectricity-City Wrkordr
1936,Housing Opportunities Market Residential Rent
1937,Transportation Sustainability Fee Formula
1938,Court Reimbursements
1939,Expense Recovery From Light Heat and Power (All Agency Operations)
1940,Merchandise Sale
1941,Parking Meter Pay By Phone
1942,Laboratory Fees
1943,Exp Rec Fr Rec & Park Non-AAO
1944,Short-Doyle E-R Room GrossChrg
1945,Delinquent Library Fee Collection
1946,Rental-Airline-ITB
1947,Services To Other City Dept
1948,Contribution Transfer Out to 2S/Human Welfare Fund
1949,Workers' Compensation Outpatient Gross Charge
1950,Managed Care - Medi-Cal - Inpatient Adjustment
1951,Retirement Pretax - City Fire New
1952,Vehicles-L-P-Fin Agency-Renew
1953,Interfund Transfer Out to XX/XXX - To Be Reconciled
1954,Const. In Progress Written-Off
1955,Retirement Pretax-City MiscOld
1956,Psychiatric Medicare Emergency Room Gross Charge
1957,Recovery Indirect Grant Costs
1958,San Francisco Employees' Retirement System Retiree Health Revenue Retirement System
1959,State Alcohol Funds
1960,City Pass
1961,Chase Center Transit Ticket
1962,Interfund Transfer In from 2S/CFC - Children and Families Fund
1963,Dental-CityPkupPlan-5Deltacare
1964,Ellis-O'Farrell Garage
1965,Medi-Cal Navigators Project
1966,Investigation Costs
1967,Code Enforcement - City Attorney Litigation
1968,Interfund Transfer Out to 2S/Public Works Fund
1969,On-Call Services Payments
1970,Emsa Childrens Center Fee
1971,Airline Landing Fees
1972,B Flexible Medical Capitation
1973,Vision Care - USD - Active
1974,Transportation Development Act Article 3
1975,Foster Care Aid Payments
1976,Hazardous Materials Permit Fees
1977,Commuter Shuttle Permits
1978,Public Administrator Fees
1979,Adoption Services State-Admin
1980,Pesticide Registrations
1981,Vending Machine
1982,Worker'S Comp I-P Gross Charge
1983,FosterFamHomeLicsing Fed-Admin
1984,Foster Care Administration - AB 118/ABx1 16
1985,CalWORKs Ancillary Services
1986,Other Managed Care I-P Revenue
1987,Telephone Users Tax Lnd&Mobile
1988,PsychMedicareO-PContractualAdj
1989,"Medical, Dental and Lab Equipment - Lease/Purchase - Finance Agency - Initial"
1990,Sale Of WaterSFZoologclSociety
1991,Repatriation Reimbursement Rev
1992,Performance Improvement Services Expense - Budget Carry Forward
1993,Bond Refunding Loss
1994,Discount Lost
1995,Dockage - Harbor Services
1996,Chargeable Supplies-Medicare
1997,Policy Discounts
1998,Office of Community Investment and Infrastructure Payments To Economic Development
1999,Convention Contributions
2000,OTI Fr 3C/MCF-Moscone Conv Ctr
2001,Expense Recovery From Human Resources - Workers Compensation (All Agency Operations)
2002,Unrealized Gain-Loss Non-Equity in Treasury Credit - Governmental Accounting Standards Board 31
2003,Facilities Maint bdg-Cfwd Only
2004,Street Artist Certificatn Fee
2005,Patient Billing Inpatient Worker's Compensation Financial Class 5
2006,Review Fees
2007,Trafficking and Crime Victims Assistance Program Assistance - State
2008,Adoption and Legal Guardian Incentives
2009,Implantables
2010,Office of Community Investment and Infrastructure Payments To City Attorney
2011,Patient Billing Inpatient Other Financial Class 12
2012,Interfund Transfer Out To 2S/Continuing Project Fund
2013,OTI Fr 2S/CHS-Comm Health Svcs
2014,ChildHlth&DisabilityPrevention
2015,Microfilm
2016,Periodicals - Library Only
2017,Death Benefits Paid By City
2018,Gain-Loss-SaleOfBldg&Structure
2019,Eq L-P-Fin Agency-Renewal-Bdgt
2020,Short-DyleMedi-Cal O-PGrssChrg
2021,Medi-CalManagdCareE-RGrossChrg
2022,OTI Fr 2S/ENV-Envnmtl Protectn
2023,Interfund Transfer Out to 3C/Street Improvement Capital Project
2024,Interfund Transfer Out to 2S/Real Property Fund
2025,Bond Discount - Amortized
2026,Expense Recovery From Children Youth and Families (All Agency Operations)
2027,Depreciation-Equipment
2028,Probation Cost
2029,Reserve for Technical Adjustments
2030,Office of Community Investment and Infrastructure Related Insurance Costs
2031,Subsystems Equipment
2032,Foster Care Assistance - AB 118/ABx1 16
2033,Refund Of Unused Grants
2034,Interfund Transfer Out To 2S/Gasoline Tax Fund
2035,PostTaxDentlPlan-5_DeltaCare
2036,Color Scheme Permit - Lease Payment
2037,Minimum Compensation Ordinance Penalty
2038,Retiree Contribution - CCD - Medical
2039,MedCannbisDispnsryApplicatnFee
2040,Designated For Replacement Of Facilities
2041,Private Ins E-R Gross Charges
2042,"Ret Pickup, Police (New)"
2043,Healthy San Francisco Without Health Care Coverage Initiative - City-Administered - Inpatient Adjustment
2044,San Francisco Community College District - Miscellaneous Services
2045,OTI Fr ZZ-Inactive Funds
2046,Retire Unfunded Liab
2047,Business Tax Stabilization Reserve
2048,Inpatient Adjustment Corporate/Client Financial Class 116
2049,Empty Homes Tax
2050,Grants - Water Conservation
2051,Expense-Suspense-Non-Salaries
2052,Emergency Assistance - State
2053,General Fund - Controller - Public Finance
2054,Office of Community Investment and Infrastructure Payments To Department of Technology - Email
2055,Interfund Transfer In from 3C/XCF - City Facilities Capital Project Fund
2056,Bond Interest-Exp-Arbitrage
2057,Short-Doyle I-P Revenue
2058,Parking Appeal Fee
2059,Fixed Assets Retirement-Disp
2060,Interfund Transfer Out To 2S/Children and Families Fund
2061,Expense Recovery From Sheriff Non-All Agency Operations
2062,San Francisco Municipal Railway Improvement Corporation
2063,Contribution Transfer Out to 5N/Municipal Transportation Agency Sustainable Streets
2064,Expense Recovery From Arts Commission Non-All Agency Operations
2065,Demolition Clearance Cost
2066,Special Item - Inflow
2067,Tuition & Fee
2068,Emergency Medical Services Agency Community Paramedic Fee
2069,Facade Ins Fee - Admin
2070,Paratransit Taxi Scrip
2071,Disposition Cost - Acquired Property
2072,Rental - 25 Van Ness Building
2073,Prosthesis
2074,Short-Doyle O-P Gross Charges
2075,Other - E-R Contractual Adj
2076,Cnty IndigentCare-I-PWrite-Off
2077,OTI Fr 6I/TIF-DTIS-Telcom&Info
2078,Relocation Benefits
2079,OTI Fr 4D/ODS-Other Debt SvcFd
2080,Infrastructure Development Svc
2081,Board Fees
2082,Civil Service Commission Fee
2083,Ship Repair
2084,Taxi Medallion Sales
2085,Exp Rec Fr Con-Fincl Svc AAO
2086,Arbitrage Rebate To IRS
2087,Interfund Transfer In from 3C/Moscone Convention Center
2088,Expense Recovery From Police Commission Non-All Agency Operations
2089,Interfund Transfer Out to 2S/ENV - Environment Fund
2090,Other Project Budget - Carry Forward Only
2091,San Francisco County Transportation Authority Proposition L Transportation Sales Tax
2092,Senate Bill 208 SPD
2093,Expense Recovery From San Francisco Community College District (All Agency Operations)
2094,"Shop, Building and Field Equipment - Lease/Purchase - Initial"
2095,Planning-MediclCannbisDispnsry
2096,Return of Excess Deposits - Fiscal Agents
2097,Reserve for Hotel Tax Loss Art
2098,Hospital Billing Inpatient Corporate/Client Financial Class 116
2099,Mobility Permits - City Car Share
2100,Drop Employees Retirement System Accrued Retirement Allowance
2101,Taxi New Driver Permits
2102,OTI Fr 2S/CHF-Children's Fund
2103,Public Purpose Program
2104,Other Fixed Charges-Budget
2105,Grant Expense Budget - Carry Forward Only
2106,Healthy SF W- Hcci-C-A-E-R Adj
2107,Contribution To Agency Fund
2108,Fare Reimbursement
2109,Interfund Transfer Out to Street Repairs/Highway Trust Fund 10795
2110,Passport Fees
2111,Quality Incentive Program
2112,Bond Reserve Payments
2113,Interfund Transfer In from 4D/ODS - Other Debt Service
2114,Senior - Street and Sanitation - General Administration
2115,"Shop, Building and Field Equipment - Lease/Purchase Option Renewal"
2116,Payments To Transbay Joint Powers Authority
2117,General Fund - Commission On The Aging
2118,Interfund Transfer In from 2S/ENV - Environment Fund
2119,Expense Recovery From Human Services (All Agency Operations)
2120,OTI Fr 5H-General Hospital Fund
2121,Other Operating Revenue(From Within DPH)
2122,Transfer Adjustments - Sources (Citywide)
2123,Medi-Cal I/P Gross Charges
2124,Medicare I/P Gross Charges
2125,Other I/P Gross Charges
2126,Private Insurance I/P Gross Charges
2127,Medi-Cal O/P Gross Charges
2128,Medicare O/P Gross Charges
2129,County Indigent Care-I/P Write-off
2130,Medi-Cal I/P Contractual Adj
2131,Medicare I/P Contractual Adj
2132,Provision for Bad Debts-I/P
2133,Interfund Transfer In from 5L/Laguna Honda Hospital Funds
2134,Hospital-Chgs-Tpa/Misc Revenue
2135,Hospital-Rents/Conces/Cafeteria Sales
2136,Hospital-Rents/Concess-Other Oper
2137,Transfer Adjustments - Sources
2138,Medi-Cal Targeted Case Management/Medical Assistance Administration
2139,Health/Welfare Sales Tax Allocation
2140,Proposition 99 - Tobacco Tax - AB75
2141,"Exp Rec Fr Child,Youth & Fam (AAO)"
2142,Expense Recovery From Children and Families (All Agency Operations)
2143,Exp Rec Fr Juvenile Court (AAO)
2144,Expense Recovery From Human Services (Non-All Agency Operations)
2145,Expense Recovery - Unallocated (Non-All Agency Operations Funds)
2146,Interfund Transfer In From 2S/Building Inspection Fund
2147,Child Health and Disability Prevention
2148,Medi-Cal CCS Therapy Unit
2149,California Children's Services Admin
2150,Other State Grants & Subventions
2151,Deemed Approved Off-Sale Alcohol Use Fee
2152,Exp Rec Fr Emergency Communications(AAO)
2153,Cfc & Motor Vehicle A/C Permit
2154,Env Hlth Plan Check Fees
2155,Haz Mat Non-Routine Fees
2156,Healthy Housing - Apartments Annual Fee
2157,Healthy Housing-Hotels Annual Fee
2158,Laundry
2159,Medical Waste - Acute Care Hospital
2160,Site Mitigation Fees
2161,Solid Waste Collection Vehicle License Fee
2162,Solid Waste Facility License Fee
2163,Weights and Inspection Fees
2164,Environmental Health Application Fee
2165,Food Preparation/Service Establishments
2166,Food Product/Market Establishments
2167,Med. Cannabis Dispensary Annual License
2168,Medical Cannabis Dispensary Application Fee
2169,Pharmacy
2170,Cap. Fees/Health Plan Settlements
2171,Medical Indigent Adults Outpatient Write-off
2172,Medi-Cal O/P Contractual Adj
2173,Medicare O/P Contractual Adj
2174,Provision for Bad Debts-O/P
2175,Charitable Allo I/P Sliding Fee Adj
2176,Civic Design Fee - Arts Commission
2177,Exp Rec Fr ADM (AAO)
2178,Street Artist Certification Fees
