incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
8018027,0,80180270,1 Sf Intl Airport,2008-02-27,80580065,2008-02-27 07:05:35,2008-02-27 07:10:14,2008-02-27 07:21:32,San Francisco International Airport area,94128.0,B09,44,4443,2,5,0,0,0,0,AP,50.0,50.0,0,0,0,0,1,"651  -  Smoke scare, odor of smoke",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,171  -  Airport passenger terminal,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Mission,"-122.38416, 37.616901",2008-02-27 08:04:37,2025-06-01 02:18:08
8018030,0,80180300,4037 23rd Street,2008-02-27,80580068,2008-02-27 07:51:11,2008-02-27 07:55:41,2008-02-27 07:58:50,San Francisco,94114.0,B06,24,4443,3,10,0,0,0,0,E24,50.0,50.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Noe Valley,"-122.43279595, 37.75273343",2008-02-27 08:21:34,2025-06-01 02:18:08
8018039,0,80180390,"265 Buckingham Way,",2008-02-27,80580086,2008-02-27 08:39:20,2008-02-27 08:44:53,2008-02-27 08:58:09,San Francisco,94132.0,B08,19,4443,3,10,0,0,0,0,T19,50.0,1.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",3  -  Unattended or unsupervised person,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,Lakeshore,"-122.480138, 37.727051",2008-02-27 22:09:01,2025-06-01 02:18:08
8018045,0,80180450,223 West Point Road,2008-02-27,80580096,2008-02-27 09:08:51,2008-02-27 09:13:00,2008-02-27 09:26:09,San Francisco,94124.0,B10,25,4443,9,31,1,2,0,0,E25,50.0,100.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Bayview Hunters Point,"-122.37853963, 37.73543236",2008-02-28 00:14:41,2025-06-01 02:18:08
8018053,0,80180530,375 Woodside Avenue,2008-02-27,80580112,2008-02-27 09:44:15,2008-02-27 09:48:07,2008-02-27 10:07:08,San Francisco,94127.0,B08,39,4443,2,9,0,0,0,0,T15,50.0,50.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"363  -  Reformatory, juvenile detention center","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,Twin Peaks,"-122.456145, 37.748644",2008-02-27 16:56:35,2025-06-01 02:18:08
8018054,0,80180540,156 Belvedere Street,2008-02-27,80580115,2008-02-27 09:45:51,2008-02-27 09:48:53,2008-02-27 09:57:48,San Francisco,94117.0,B05,12,4443,3,10,0,0,0,0,B07,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Haight Ashbury,"-122.44891313, 37.76767566",2008-02-27 16:32:18,2025-06-01 02:18:08
8018056,0,80180560,111 Battery Street,2008-02-27,80580119,2008-02-27 09:50:58,2008-02-27 09:55:26,2008-02-27 09:58:43,San Francisco,94117.0,B01,13,4443,1,4,0,0,0,0,E35,50.0,50.0,0,0,0,0,1,"151  -  Outside rubbish, trash or waste fire",Mutual aid received,11  -  Extinguish,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Financial District/South Beach,"-122.40014831, 37.7923668",2008-08-23 09:36:11,2025-06-01 02:18:08
8018057,0,80180570,4725 Irving Street,2008-02-27,80580120,2008-02-27 09:49:45,2008-02-27 09:58:09,2008-02-27 10:03:28,San Francisco,94122.0,B08,23,4443,3,10,0,0,0,0,E34,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,4.0,Sunset/Parkside,"-122.508499, 37.762106",2008-02-27 22:15:45,2025-06-01 02:18:08
8018058,0,80180580,340 Stockton Street,2008-02-27,80580121,2008-02-27 09:52:55,2008-02-27 09:58:10,2008-02-27 10:02:52,San Francisco,94102.0,B01,1,4443,3,12,0,0,0,0,E01,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"449  -  Hotel/motel, commercial","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Financial District/South Beach,"-122.40657169, 37.78915722",2008-02-28 15:22:00,2025-06-01 02:18:08
8018059,0,80180590,4235 19th Street,2008-02-27,80580122,2008-02-27 10:00:39,2008-02-27 10:03:22,2008-02-27 10:03:39,San Francisco,94114.0,B06,6,4443,1,4,0,0,0,0,E24,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"213  -  Elem. school, inc. kindergarten","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Castro/Upper Market,"-122.436447, 37.758928",2008-03-04 18:49:52,2025-06-01 02:18:08
8018064,0,80180640,160 Lansdale Avenue,2008-02-27,80580133,2008-02-27 10:36:59,2008-02-27 10:42:31,2008-02-27 10:48:01,San Francisco,94127.0,B09,39,4443,3,11,0,0,0,0,E39,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.4603364, 37.73781242",2008-02-27 17:00:01,2025-06-01 02:18:08
8018069,0,80180690,16th Street / Potrero Avenue,2008-02-27,80580141,2008-02-27 10:58:16,2008-02-27 10:58:16,2008-02-27 11:00:48,San Francisco,94103.0,B02,29,4443,1,4,0,0,0,0,E29,50.0,50.0,0,0,0,0,1,"500  -  Service Call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.407539, 37.765782",2008-02-27 21:29:14,2025-06-01 02:18:08
8018070,0,80180700,Webster Street / Clay Street,2008-02-27,80580143,2008-02-27 11:00:44,2008-02-27 11:07:56,2008-02-27 11:34:45,San Francisco,94115.0,B04,38,4443,12,42,0,0,0,0,E38,20000.0,250.0,0,0,0,0,1,111  -  Building fire,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,331  -  Hospital  -  medical or psychiatric,"02  -  Exterior stairway, ramp, or fire esca",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,13  -  Arcing,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,3.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,U  - Undetermined,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,1  - Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,2.0,Pacific Heights,"-122.432563, 37.790919",2008-02-28 15:15:59,2025-06-01 02:18:08
8018071,0,80180710,2333 Buchanan Street,2008-02-27,80580145,2008-02-27 11:00:04,2008-02-27 11:08:42,2008-02-27 11:34:49,San Francisco,94102.0,B04,38,4443,3,11,0,0,0,0,T03,50.0,50.0,0,0,0,0,1,733  -  Smoke detector activation/malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,331  -  Hospital  -  medical or psychiatric,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,2.0,Pacific Heights,"-122.431074, 37.790635",2008-02-27 21:59:54,2025-06-01 02:18:08
8018072,0,80180720,2351 Clay Street,2008-02-27,80580146,2008-02-27 11:03:12,2008-02-27 11:08:14,2008-02-27 12:06:03,San Francisco,94115.0,B04,38,4443,9,30,1,2,0,0,E16,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,331  -  Hospital  -  medical or psychiatric,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,2.0,Pacific Heights,"-122.43892095, 37.78988112",2008-02-27 16:29:07,2025-06-01 02:18:08
8018074,0,80180740,12 30th Street,2008-02-27,80580148,2008-02-27 11:14:51,2008-02-27 11:21:27,2008-02-27 11:31:04,San Francisco,94131.0,B06,32,4443,3,10,0,0,0,0,T11,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Bernal Heights,"-122.42246937, 37.74260964",2008-03-02 12:58:27,2025-06-01 02:18:08
8018075,0,80180750,4725 Irving Street,2008-02-27,80580149,2008-02-27 11:17:20,2008-02-27 11:22:15,2008-02-27 11:36:14,San Francisco,94122.0,B08,23,4443,3,10,0,0,0,0,E23,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,4.0,Sunset/Parkside,"-122.508499, 37.762106",2008-02-27 20:48:50,2025-06-01 02:18:08
8018089,0,80180890,222 Willard North Street,2008-02-27,80580163,2008-02-27 11:31:15,2008-02-27 11:37:10,2008-02-27 12:11:38,San Francisco,94102.0,B07,21,4443,3,11,0,0,0,0,T12,50.0,50.0,0,0,0,0,1,733  -  Smoke detector activation/malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,1.0,Lone Mountain/USF,"-122.456601, 37.776539",2008-02-27 22:01:49,2025-06-01 02:18:08
8018091,0,80180910,1315 29th Avenue,2008-02-27,80580168,2008-02-27 11:47:57,2008-02-27 11:52:05,2008-02-27 12:05:49,San Francisco,94122.0,B08,18,4443,9,31,1,2,0,0,E22,50.0,50.0,0,0,0,0,1,"441  -  Heat -  short circuit, defect/worn wiring",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,4.0,Sunset/Parkside,"-122.4876355, 37.76117487",2008-02-27 22:18:51,2025-06-01 02:18:08
8018094,0,80180940,325 La Grande Avenue,2008-02-27,80580172,2008-02-27 12:02:46,2008-02-27 12:08:24,2008-02-27 12:17:08,San Francisco,94112.0,B09,43,4443,1,4,0,0,0,0,E43,50.0,50.0,0,0,0,0,1,154  -  Dumpster/Outside trash receptacle fire,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,215  -  Middle/Junior or High School,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,11.0,McLaren Park,"-122.425587, 37.719752",2008-03-03 01:15:56,2025-06-01 02:18:08
8018095,0,80180950,650 Carolina Street,2008-02-27,80580173,2008-02-27 12:06:22,2008-02-27 12:11:51,2008-02-27 12:17:49,San Francisco,94107.0,B10,37,4443,1,4,0,0,0,0,E37,50.0,50.0,0,0,0,0,1,511  -  Lock - out,Mutual aid received,52  -  Forcible entry,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"579  -  vehicle/boat; sales, service or repair","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Potrero Hill,"-122.40050943, 37.76037663",2008-02-27 14:30:02,2025-06-01 02:18:08
8018097,0,80180970,Alabama Street / Mariposa Street,2008-02-27,80580175,2008-02-27 12:11:24,2008-02-27 12:23:21,2008-02-27 12:26:03,San Francisco,94110.0,B02,7,4443,1,4,0,0,0,0,E08,50.0,50.0,0,0,0,0,1,"520  -  Water problem, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.412174, 37.762916",2008-02-27 13:17:15,2025-06-01 02:18:08
8018100,0,80181000,650 Carolina Street,2008-02-27,80580178,2008-02-27 12:20:30,2008-02-27 12:20:30,2008-02-27 12:48:06,San Francisco,94107.0,B10,37,4443,2,9,0,0,0,0,E37,50.0,50.0,0,0,0,0,1,352  -  Extrication of victim(s) from vehicle,Mutual aid received,"23  -  Extricate, disentangle",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Potrero Hill,"-122.40050943, 37.76037663",2008-04-18 17:44:08,2025-06-01 02:18:08
8018103,0,80181030,558 Clayton Street,2008-02-27,80580183,2008-02-27 12:27:03,2008-02-27 12:30:54,2008-02-27 13:05:36,San Francisco,94102.0,B05,12,4443,3,11,1,2,0,0,E12,50.0,50.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Haight Ashbury,"-122.448573, 37.770202",2008-02-27 22:02:57,2025-06-01 02:18:08
8018104,0,80181040,Acton Street / Mission Street,2008-02-27,80580184,2008-02-27 12:28:12,2008-02-27 12:31:41,2008-02-27 12:32:58,San Francisco,94005.0,B09,33,4443,1,4,0,0,0,0,E33,50.0,50.0,0,0,0,0,1,324  -  Motor vehicle accident with no injuries.,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,11.0,Excelsior,"-122.452664, 37.708805",2008-02-27 21:49:49,2025-06-01 02:18:08
8018108,0,80181080,180 Turk Street,2008-02-27,80580188,2008-02-27 12:37:08,2008-02-27 12:42:43,2008-02-27 12:47:46,San Francisco,94102.0,B03,1,4443,3,11,0,0,0,0,E03,50.0,50.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Tenderloin,"-122.412072, 37.783117",2008-02-27 12:58:04,2025-06-01 02:18:08
